"","Gargett.ï..Year","Gargett.Season","Gargett.Scenario","Gargett.Site","Gargett.Habitat","Mirani.ï..Year","Mirani.Season","Mirani.Scenario","Mirani.Site","Mirani.Habitat","Sarichs.ï..Year","Sarichs.Season","Sarichs.Scenario","Sarichs.Site","Sarichs.Habitat","Whitefd.ï..Year","Whitefd.Season","Whitefd.Scenario","Whitefd.Site","Whitefd.Habitat"
"818",1926,"Jul-Sep","FE","Gargett",8.25,1926,"Jul-Sep","FE","Mirani",8.61,1926,"Jul-Sep","FE","Sarichs",0,1926,"Jul-Sep","FE","Whitefd",0
"819",1927,"Jul-Sep","FE","Gargett",8.31,1927,"Jul-Sep","FE","Mirani",4.01,1927,"Jul-Sep","FE","Sarichs",0,1927,"Jul-Sep","FE","Whitefd",0.46
"820",1928,"Jul-Sep","FE","Gargett",6.74,1928,"Jul-Sep","FE","Mirani",6.51,1928,"Jul-Sep","FE","Sarichs",2.24,1928,"Jul-Sep","FE","Whitefd",3.12
"821",1929,"Jul-Sep","FE","Gargett",6.73,1929,"Jul-Sep","FE","Mirani",5.79,1929,"Jul-Sep","FE","Sarichs",2.65,1929,"Jul-Sep","FE","Whitefd",3.28
"822",1930,"Jul-Sep","FE","Gargett",12.23,1930,"Jul-Sep","FE","Mirani",10.17,1930,"Jul-Sep","FE","Sarichs",5.39,1930,"Jul-Sep","FE","Whitefd",5.4
"823",1931,"Jul-Sep","FE","Gargett",8.38,1931,"Jul-Sep","FE","Mirani",6.43,1931,"Jul-Sep","FE","Sarichs",0,1931,"Jul-Sep","FE","Whitefd",0.13
"824",1932,"Jul-Sep","FE","Gargett",6.98,1932,"Jul-Sep","FE","Mirani",2.96,1932,"Jul-Sep","FE","Sarichs",0,1932,"Jul-Sep","FE","Whitefd",0.59
"825",1933,"Jul-Sep","FE","Gargett",8.77,1933,"Jul-Sep","FE","Mirani",1.7,1933,"Jul-Sep","FE","Sarichs",2.68,1933,"Jul-Sep","FE","Whitefd",2.59
"826",1934,"Jul-Sep","FE","Gargett",9.65,1934,"Jul-Sep","FE","Mirani",8.15,1934,"Jul-Sep","FE","Sarichs",0.08,1934,"Jul-Sep","FE","Whitefd",0.34
"827",1935,"Jul-Sep","FE","Gargett",5.65,1935,"Jul-Sep","FE","Mirani",2.71,1935,"Jul-Sep","FE","Sarichs",0,1935,"Jul-Sep","FE","Whitefd",0
"828",1936,"Jul-Sep","FE","Gargett",11.61,1936,"Jul-Sep","FE","Mirani",12.61,1936,"Jul-Sep","FE","Sarichs",7.33,1936,"Jul-Sep","FE","Whitefd",6.01
"829",1937,"Jul-Sep","FE","Gargett",6.89,1937,"Jul-Sep","FE","Mirani",6.45,1937,"Jul-Sep","FE","Sarichs",0,1937,"Jul-Sep","FE","Whitefd",1.29
"830",1938,"Jul-Sep","FE","Gargett",8.14,1938,"Jul-Sep","FE","Mirani",3.45,1938,"Jul-Sep","FE","Sarichs",1.02,1938,"Jul-Sep","FE","Whitefd",2.44
"831",1939,"Jul-Sep","FE","Gargett",8.71,1939,"Jul-Sep","FE","Mirani",4.28,1939,"Jul-Sep","FE","Sarichs",0.38,1939,"Jul-Sep","FE","Whitefd",1.8
"832",1940,"Jul-Sep","FE","Gargett",7.53,1940,"Jul-Sep","FE","Mirani",8.48,1940,"Jul-Sep","FE","Sarichs",7.61,1940,"Jul-Sep","FE","Whitefd",6.06
"833",1941,"Jul-Sep","FE","Gargett",10.65,1941,"Jul-Sep","FE","Mirani",12.2,1941,"Jul-Sep","FE","Sarichs",7.51,1941,"Jul-Sep","FE","Whitefd",5.13
"834",1942,"Jul-Sep","FE","Gargett",17.55,1942,"Jul-Sep","FE","Mirani",12.09,1942,"Jul-Sep","FE","Sarichs",5.44,1942,"Jul-Sep","FE","Whitefd",3.7
"835",1943,"Jul-Sep","FE","Gargett",8.19,1943,"Jul-Sep","FE","Mirani",3.99,1943,"Jul-Sep","FE","Sarichs",7.41,1943,"Jul-Sep","FE","Whitefd",7.67
"836",1944,"Jul-Sep","FE","Gargett",8.85,1944,"Jul-Sep","FE","Mirani",7.02,1944,"Jul-Sep","FE","Sarichs",0.45,1944,"Jul-Sep","FE","Whitefd",1.46
"837",1945,"Jul-Sep","FE","Gargett",10.12,1945,"Jul-Sep","FE","Mirani",6.54,1945,"Jul-Sep","FE","Sarichs",0,1945,"Jul-Sep","FE","Whitefd",0.36
"838",1946,"Jul-Sep","FE","Gargett",7.42,1946,"Jul-Sep","FE","Mirani",7.55,1946,"Jul-Sep","FE","Sarichs",0.76,1946,"Jul-Sep","FE","Whitefd",2.96
"839",1947,"Jul-Sep","FE","Gargett",8.33,1947,"Jul-Sep","FE","Mirani",6.25,1947,"Jul-Sep","FE","Sarichs",0.69,1947,"Jul-Sep","FE","Whitefd",2.15
"840",1948,"Jul-Sep","FE","Gargett",7.28,1948,"Jul-Sep","FE","Mirani",6.72,1948,"Jul-Sep","FE","Sarichs",0,1948,"Jul-Sep","FE","Whitefd",0.2
"841",1949,"Jul-Sep","FE","Gargett",7.28,1949,"Jul-Sep","FE","Mirani",3.31,1949,"Jul-Sep","FE","Sarichs",0.17,1949,"Jul-Sep","FE","Whitefd",2.08
"842",1950,"Jul-Sep","FE","Gargett",25.8,1950,"Jul-Sep","FE","Mirani",25.53,1950,"Jul-Sep","FE","Sarichs",20.32,1950,"Jul-Sep","FE","Whitefd",10.65
"843",1951,"Jul-Sep","FE","Gargett",5.8,1951,"Jul-Sep","FE","Mirani",5.67,1951,"Jul-Sep","FE","Sarichs",1.4,1951,"Jul-Sep","FE","Whitefd",2
"844",1952,"Jul-Sep","FE","Gargett",7.51,1952,"Jul-Sep","FE","Mirani",5.9,1952,"Jul-Sep","FE","Sarichs",0.57,1952,"Jul-Sep","FE","Whitefd",2.36
"845",1953,"Jul-Sep","FE","Gargett",3.93,1953,"Jul-Sep","FE","Mirani",2.02,1953,"Jul-Sep","FE","Sarichs",0,1953,"Jul-Sep","FE","Whitefd",1.24
"846",1954,"Jul-Sep","FE","Gargett",7.79,1954,"Jul-Sep","FE","Mirani",7.35,1954,"Jul-Sep","FE","Sarichs",5.69,1954,"Jul-Sep","FE","Whitefd",4.7
"847",1955,"Jul-Sep","FE","Gargett",10.64,1955,"Jul-Sep","FE","Mirani",13.06,1955,"Jul-Sep","FE","Sarichs",9.83,1955,"Jul-Sep","FE","Whitefd",8.27
"848",1956,"Jul-Sep","FE","Gargett",9.68,1956,"Jul-Sep","FE","Mirani",13.54,1956,"Jul-Sep","FE","Sarichs",12.77,1956,"Jul-Sep","FE","Whitefd",8.33
"849",1957,"Jul-Sep","FE","Gargett",6.37,1957,"Jul-Sep","FE","Mirani",3.63,1957,"Jul-Sep","FE","Sarichs",0.59,1957,"Jul-Sep","FE","Whitefd",1.21
"850",1958,"Jul-Sep","FE","Gargett",9.37,1958,"Jul-Sep","FE","Mirani",9.85,1958,"Jul-Sep","FE","Sarichs",6.6,1958,"Jul-Sep","FE","Whitefd",6.01
"851",1959,"Jul-Sep","FE","Gargett",6.64,1959,"Jul-Sep","FE","Mirani",4.08,1959,"Jul-Sep","FE","Sarichs",0,1959,"Jul-Sep","FE","Whitefd",1
"852",1960,"Jul-Sep","FE","Gargett",6.81,1960,"Jul-Sep","FE","Mirani",6.45,1960,"Jul-Sep","FE","Sarichs",0.93,1960,"Jul-Sep","FE","Whitefd",2.55
"853",1961,"Jul-Sep","FE","Gargett",7.43,1961,"Jul-Sep","FE","Mirani",6.03,1961,"Jul-Sep","FE","Sarichs",0,1961,"Jul-Sep","FE","Whitefd",0.89
"854",1962,"Jul-Sep","FE","Gargett",6.16,1962,"Jul-Sep","FE","Mirani",4.01,1962,"Jul-Sep","FE","Sarichs",0,1962,"Jul-Sep","FE","Whitefd",0.98
"855",1963,"Jul-Sep","FE","Gargett",8.06,1963,"Jul-Sep","FE","Mirani",9.21,1963,"Jul-Sep","FE","Sarichs",7.56,1963,"Jul-Sep","FE","Whitefd",6.23
"856",1964,"Jul-Sep","FE","Gargett",8.18,1964,"Jul-Sep","FE","Mirani",3.27,1964,"Jul-Sep","FE","Sarichs",0.68,1964,"Jul-Sep","FE","Whitefd",2.08
"857",1965,"Jul-Sep","FE","Gargett",5.5,1965,"Jul-Sep","FE","Mirani",2.79,1965,"Jul-Sep","FE","Sarichs",0,1965,"Jul-Sep","FE","Whitefd",0
"858",1966,"Jul-Sep","FE","Gargett",3.38,1966,"Jul-Sep","FE","Mirani",2.68,1966,"Jul-Sep","FE","Sarichs",0,1966,"Jul-Sep","FE","Whitefd",0
"859",1967,"Jul-Sep","FE","Gargett",11.06,1967,"Jul-Sep","FE","Mirani",8.95,1967,"Jul-Sep","FE","Sarichs",0.22,1967,"Jul-Sep","FE","Whitefd",0.58
"860",1968,"Jul-Sep","FE","Gargett",6.18,1968,"Jul-Sep","FE","Mirani",6.07,1968,"Jul-Sep","FE","Sarichs",0.72,1968,"Jul-Sep","FE","Whitefd",2.4
"861",1969,"Jul-Sep","FE","Gargett",8.04,1969,"Jul-Sep","FE","Mirani",4.18,1969,"Jul-Sep","FE","Sarichs",0,1969,"Jul-Sep","FE","Whitefd",0.52
"862",1970,"Jul-Sep","FE","Gargett",6.38,1970,"Jul-Sep","FE","Mirani",4.07,1970,"Jul-Sep","FE","Sarichs",0,1970,"Jul-Sep","FE","Whitefd",1.25
"863",1971,"Jul-Sep","FE","Gargett",5.78,1971,"Jul-Sep","FE","Mirani",4.03,1971,"Jul-Sep","FE","Sarichs",0.36,1971,"Jul-Sep","FE","Whitefd",1.47
"864",1972,"Jul-Sep","FE","Gargett",8.45,1972,"Jul-Sep","FE","Mirani",6.46,1972,"Jul-Sep","FE","Sarichs",0.74,1972,"Jul-Sep","FE","Whitefd",2.77
"865",1973,"Jul-Sep","FE","Gargett",8.51,1973,"Jul-Sep","FE","Mirani",5.47,1973,"Jul-Sep","FE","Sarichs",0,1973,"Jul-Sep","FE","Whitefd",1.11
"866",1974,"Jul-Sep","FE","Gargett",8.26,1974,"Jul-Sep","FE","Mirani",9.73,1974,"Jul-Sep","FE","Sarichs",8.23,1974,"Jul-Sep","FE","Whitefd",4.01
"867",1975,"Jul-Sep","FE","Gargett",8.21,1975,"Jul-Sep","FE","Mirani",5.08,1975,"Jul-Sep","FE","Sarichs",0.94,1975,"Jul-Sep","FE","Whitefd",1.38
"868",1976,"Jul-Sep","FE","Gargett",8.48,1976,"Jul-Sep","FE","Mirani",8.29,1976,"Jul-Sep","FE","Sarichs",9.05,1976,"Jul-Sep","FE","Whitefd",3.95
"869",1977,"Jul-Sep","FE","Gargett",8.97,1977,"Jul-Sep","FE","Mirani",10.06,1977,"Jul-Sep","FE","Sarichs",7.68,1977,"Jul-Sep","FE","Whitefd",4.63
"870",1978,"Jul-Sep","FE","Gargett",4.12,1978,"Jul-Sep","FE","Mirani",3.06,1978,"Jul-Sep","FE","Sarichs",1.27,1978,"Jul-Sep","FE","Whitefd",0.11
"871",1979,"Jul-Sep","FE","Gargett",7.51,1979,"Jul-Sep","FE","Mirani",7.32,1979,"Jul-Sep","FE","Sarichs",6.63,1979,"Jul-Sep","FE","Whitefd",3.72
"872",1980,"Jul-Sep","FE","Gargett",8.15,1980,"Jul-Sep","FE","Mirani",5.12,1980,"Jul-Sep","FE","Sarichs",1.32,1980,"Jul-Sep","FE","Whitefd",0.79
"873",1981,"Jul-Sep","FE","Gargett",6.23,1981,"Jul-Sep","FE","Mirani",7.39,1981,"Jul-Sep","FE","Sarichs",1.9,1981,"Jul-Sep","FE","Whitefd",1.95
"874",1982,"Jul-Sep","FE","Gargett",4.78,1982,"Jul-Sep","FE","Mirani",3.54,1982,"Jul-Sep","FE","Sarichs",0,1982,"Jul-Sep","FE","Whitefd",0
"875",1983,"Jul-Sep","FE","Gargett",8.17,1983,"Jul-Sep","FE","Mirani",3.59,1983,"Jul-Sep","FE","Sarichs",0.66,1983,"Jul-Sep","FE","Whitefd",0
"876",1984,"Jul-Sep","FE","Gargett",5.18,1984,"Jul-Sep","FE","Mirani",2.19,1984,"Jul-Sep","FE","Sarichs",0.09,1984,"Jul-Sep","FE","Whitefd",0.05
"877",1985,"Jul-Sep","FE","Gargett",8.95,1985,"Jul-Sep","FE","Mirani",7.93,1985,"Jul-Sep","FE","Sarichs",1.58,1985,"Jul-Sep","FE","Whitefd",1.62
"878",1986,"Jul-Sep","FE","Gargett",7.27,1986,"Jul-Sep","FE","Mirani",2.93,1986,"Jul-Sep","FE","Sarichs",0,1986,"Jul-Sep","FE","Whitefd",0.39
"879",1987,"Jul-Sep","FE","Gargett",8.56,1987,"Jul-Sep","FE","Mirani",4.31,1987,"Jul-Sep","FE","Sarichs",0,1987,"Jul-Sep","FE","Whitefd",0.38
"880",1988,"Jul-Sep","FE","Gargett",9.63,1988,"Jul-Sep","FE","Mirani",5.04,1988,"Jul-Sep","FE","Sarichs",3.65,1988,"Jul-Sep","FE","Whitefd",2.73
"881",1989,"Jul-Sep","FE","Gargett",11.48,1989,"Jul-Sep","FE","Mirani",14.91,1989,"Jul-Sep","FE","Sarichs",22.76,1989,"Jul-Sep","FE","Whitefd",8.17
"882",1990,"Jul-Sep","FE","Gargett",9.61,1990,"Jul-Sep","FE","Mirani",12.65,1990,"Jul-Sep","FE","Sarichs",12.62,1990,"Jul-Sep","FE","Whitefd",9.55
"883",1991,"Jul-Sep","FE","Gargett",5.84,1991,"Jul-Sep","FE","Mirani",5.94,1991,"Jul-Sep","FE","Sarichs",4.66,1991,"Jul-Sep","FE","Whitefd",3.27
"884",1992,"Jul-Sep","FE","Gargett",10.88,1992,"Jul-Sep","FE","Mirani",9.64,1992,"Jul-Sep","FE","Sarichs",0,1992,"Jul-Sep","FE","Whitefd",0
"885",1993,"Jul-Sep","FE","Gargett",4.6,1993,"Jul-Sep","FE","Mirani",3.43,1993,"Jul-Sep","FE","Sarichs",0.03,1993,"Jul-Sep","FE","Whitefd",0.23
"886",1994,"Jul-Sep","FE","Gargett",2.49,1994,"Jul-Sep","FE","Mirani",2.02,1994,"Jul-Sep","FE","Sarichs",0,1994,"Jul-Sep","FE","Whitefd",0.72
"887",1995,"Jul-Sep","FE","Gargett",3.2,1995,"Jul-Sep","FE","Mirani",2.02,1995,"Jul-Sep","FE","Sarichs",0.01,1995,"Jul-Sep","FE","Whitefd",0.05
"888",1996,"Jul-Sep","FE","Gargett",2.51,1996,"Jul-Sep","FE","Mirani",2.02,1996,"Jul-Sep","FE","Sarichs",0,1996,"Jul-Sep","FE","Whitefd",0.08
"889",1997,"Jul-Sep","FE","Gargett",8.14,1997,"Jul-Sep","FE","Mirani",4.39,1997,"Jul-Sep","FE","Sarichs",0.39,1997,"Jul-Sep","FE","Whitefd",2.28
"890",1998,"Jul-Sep","FE","Gargett",12.08,1998,"Jul-Sep","FE","Mirani",4.98,1998,"Jul-Sep","FE","Sarichs",1.24,1998,"Jul-Sep","FE","Whitefd",1.77
"891",1999,"Jul-Sep","FE","Gargett",8.75,1999,"Jul-Sep","FE","Mirani",6.71,1999,"Jul-Sep","FE","Sarichs",3,1999,"Jul-Sep","FE","Whitefd",1.96
"892",2000,"Jul-Sep","FE","Gargett",9.94,2000,"Jul-Sep","FE","Mirani",11.42,2000,"Jul-Sep","FE","Sarichs",9.66,2000,"Jul-Sep","FE","Whitefd",7.42
"893",2001,"Jul-Sep","FE","Gargett",6.99,2001,"Jul-Sep","FE","Mirani",3.13,2001,"Jul-Sep","FE","Sarichs",1.7,2001,"Jul-Sep","FE","Whitefd",2.78
"894",2002,"Jul-Sep","FE","Gargett",5.26,2002,"Jul-Sep","FE","Mirani",3.95,2002,"Jul-Sep","FE","Sarichs",0.27,2002,"Jul-Sep","FE","Whitefd",0.23
"895",2003,"Jul-Sep","FE","Gargett",5.63,2003,"Jul-Sep","FE","Mirani",2.88,2003,"Jul-Sep","FE","Sarichs",0.1,2003,"Jul-Sep","FE","Whitefd",0
"896",2004,"Jul-Sep","FE","Gargett",5.22,2004,"Jul-Sep","FE","Mirani",4.65,2004,"Jul-Sep","FE","Sarichs",0,2004,"Jul-Sep","FE","Whitefd",0
"897",2005,"Jul-Sep","FE","Gargett",6.32,2005,"Jul-Sep","FE","Mirani",4.81,2005,"Jul-Sep","FE","Sarichs",0,2005,"Jul-Sep","FE","Whitefd",0
"898",2006,"Jul-Sep","FE","Gargett",8.26,2006,"Jul-Sep","FE","Mirani",3.25,2006,"Jul-Sep","FE","Sarichs",0.16,2006,"Jul-Sep","FE","Whitefd",0.24
"899",2007,"Jul-Sep","FE","Gargett",10.27,2007,"Jul-Sep","FE","Mirani",10.29,2007,"Jul-Sep","FE","Sarichs",3.11,2007,"Jul-Sep","FE","Whitefd",1.93
"900",2008,"Jul-Sep","FE","Gargett",6.75,2008,"Jul-Sep","FE","Mirani",4.81,2008,"Jul-Sep","FE","Sarichs",1.8,2008,"Jul-Sep","FE","Whitefd",2.53
"901",2009,"Jul-Sep","FE","Gargett",5.43,2009,"Jul-Sep","FE","Mirani",3.15,2009,"Jul-Sep","FE","Sarichs",2.38,2009,"Jul-Sep","FE","Whitefd",1.85
"902",2010,"Jul-Sep","FE","Gargett",7.51,2010,"Jul-Sep","FE","Mirani",9.46,2010,"Jul-Sep","FE","Sarichs",7.2,2010,"Jul-Sep","FE","Whitefd",4.51
"903",2011,"Jul-Sep","FE","Gargett",9.51,2011,"Jul-Sep","FE","Mirani",11.84,2011,"Jul-Sep","FE","Sarichs",8.89,2011,"Jul-Sep","FE","Whitefd",7.36
"904",2012,"Jul-Sep","FE","Gargett",13.71,2012,"Jul-Sep","FE","Mirani",14.26,2012,"Jul-Sep","FE","Sarichs",11.13,2012,"Jul-Sep","FE","Whitefd",8.31
"905",2013,"Jul-Sep","FE","Gargett",9.25,2013,"Jul-Sep","FE","Mirani",9.13,2013,"Jul-Sep","FE","Sarichs",4.55,2013,"Jul-Sep","FE","Whitefd",3.88
"906",2014,"Jul-Sep","FE","Gargett",7.9,2014,"Jul-Sep","FE","Mirani",3.59,2014,"Jul-Sep","FE","Sarichs",0.58,2014,"Jul-Sep","FE","Whitefd",1.95
"907",2015,"Jul-Sep","FE","Gargett",8.81,2015,"Jul-Sep","FE","Mirani",5.04,2015,"Jul-Sep","FE","Sarichs",0.01,2015,"Jul-Sep","FE","Whitefd",0.48
"908",2016,"Jul-Sep","FE","Gargett",8.95,2016,"Jul-Sep","FE","Mirani",6.3,2016,"Jul-Sep","FE","Sarichs",1.82,2016,"Jul-Sep","FE","Whitefd",1.53
"909",2017,"Jul-Sep","FE","Gargett",7.94,2017,"Jul-Sep","FE","Mirani",5.57,2017,"Jul-Sep","FE","Sarichs",2.06,2017,"Jul-Sep","FE","Whitefd",1.88
"910",2018,"Jul-Sep","FE","Gargett",5.83,2018,"Jul-Sep","FE","Mirani",2,2018,"Jul-Sep","FE","Sarichs",0,2018,"Jul-Sep","FE","Whitefd",1.21
"911",1889,"Oct-Dec","FE","Gargett",9.64,1889,"Oct-Dec","FE","Mirani",4.01,1889,"Oct-Dec","FE","Sarichs",1.07,1889,"Oct-Dec","FE","Whitefd",1
"912",1890,"Oct-Dec","FE","Gargett",11.57,1890,"Oct-Dec","FE","Mirani",7.43,1890,"Oct-Dec","FE","Sarichs",2.68,1890,"Oct-Dec","FE","Whitefd",3.43
"913",1891,"Oct-Dec","FE","Gargett",8.56,1891,"Oct-Dec","FE","Mirani",6.04,1891,"Oct-Dec","FE","Sarichs",0.38,1891,"Oct-Dec","FE","Whitefd",1.46
"914",1892,"Oct-Dec","FE","Gargett",10.35,1892,"Oct-Dec","FE","Mirani",8.86,1892,"Oct-Dec","FE","Sarichs",0,1892,"Oct-Dec","FE","Whitefd",0
"915",1893,"Oct-Dec","FE","Gargett",9.52,1893,"Oct-Dec","FE","Mirani",6.71,1893,"Oct-Dec","FE","Sarichs",1.05,1893,"Oct-Dec","FE","Whitefd",2.49
"916",1894,"Oct-Dec","FE","Gargett",8.15,1894,"Oct-Dec","FE","Mirani",4.14,1894,"Oct-Dec","FE","Sarichs",2.3,1894,"Oct-Dec","FE","Whitefd",2.77
"917",1895,"Oct-Dec","FE","Gargett",11.45,1895,"Oct-Dec","FE","Mirani",11.85,1895,"Oct-Dec","FE","Sarichs",0.88,1895,"Oct-Dec","FE","Whitefd",1.49
"918",1896,"Oct-Dec","FE","Gargett",11.4,1896,"Oct-Dec","FE","Mirani",11.85,1896,"Oct-Dec","FE","Sarichs",0.48,1896,"Oct-Dec","FE","Whitefd",1.24
"919",1897,"Oct-Dec","FE","Gargett",10.95,1897,"Oct-Dec","FE","Mirani",10.87,1897,"Oct-Dec","FE","Sarichs",0.84,1897,"Oct-Dec","FE","Whitefd",1.37
"920",1898,"Oct-Dec","FE","Gargett",11.43,1898,"Oct-Dec","FE","Mirani",11.67,1898,"Oct-Dec","FE","Sarichs",0.49,1898,"Oct-Dec","FE","Whitefd",1.56
"921",1899,"Oct-Dec","FE","Gargett",11.1,1899,"Oct-Dec","FE","Mirani",11.66,1899,"Oct-Dec","FE","Sarichs",0.28,1899,"Oct-Dec","FE","Whitefd",0.68
"922",1900,"Oct-Dec","FE","Gargett",11.67,1900,"Oct-Dec","FE","Mirani",11.41,1900,"Oct-Dec","FE","Sarichs",0.83,1900,"Oct-Dec","FE","Whitefd",1.85
"923",1901,"Oct-Dec","FE","Gargett",10.37,1901,"Oct-Dec","FE","Mirani",10.04,1901,"Oct-Dec","FE","Sarichs",0,1901,"Oct-Dec","FE","Whitefd",0.21
"924",1902,"Oct-Dec","FE","Gargett",0.67,1902,"Oct-Dec","FE","Mirani",0.43,1902,"Oct-Dec","FE","Sarichs",0,1902,"Oct-Dec","FE","Whitefd",0
"925",1903,"Oct-Dec","FE","Gargett",7.3,1903,"Oct-Dec","FE","Mirani",3.86,1903,"Oct-Dec","FE","Sarichs",0.12,1903,"Oct-Dec","FE","Whitefd",0.69
"926",1904,"Oct-Dec","FE","Gargett",6.16,1904,"Oct-Dec","FE","Mirani",2.82,1904,"Oct-Dec","FE","Sarichs",0,1904,"Oct-Dec","FE","Whitefd",0
"927",1905,"Oct-Dec","FE","Gargett",6.1,1905,"Oct-Dec","FE","Mirani",4.01,1905,"Oct-Dec","FE","Sarichs",0.01,1905,"Oct-Dec","FE","Whitefd",0.42
"928",1906,"Oct-Dec","FE","Gargett",8.85,1906,"Oct-Dec","FE","Mirani",3.26,1906,"Oct-Dec","FE","Sarichs",0.83,1906,"Oct-Dec","FE","Whitefd",1.18
"929",1907,"Oct-Dec","FE","Gargett",9.36,1907,"Oct-Dec","FE","Mirani",8.55,1907,"Oct-Dec","FE","Sarichs",0.11,1907,"Oct-Dec","FE","Whitefd",0
"930",1908,"Oct-Dec","FE","Gargett",11.11,1908,"Oct-Dec","FE","Mirani",9.46,1908,"Oct-Dec","FE","Sarichs",0,1908,"Oct-Dec","FE","Whitefd",0.24
"931",1909,"Oct-Dec","FE","Gargett",9.92,1909,"Oct-Dec","FE","Mirani",7.52,1909,"Oct-Dec","FE","Sarichs",0.06,1909,"Oct-Dec","FE","Whitefd",0.07
"932",1910,"Oct-Dec","FE","Gargett",9.46,1910,"Oct-Dec","FE","Mirani",10.42,1910,"Oct-Dec","FE","Sarichs",0.06,1910,"Oct-Dec","FE","Whitefd",0.56
"933",1911,"Oct-Dec","FE","Gargett",11.24,1911,"Oct-Dec","FE","Mirani",11.83,1911,"Oct-Dec","FE","Sarichs",0.53,1911,"Oct-Dec","FE","Whitefd",1.31
"934",1912,"Oct-Dec","FE","Gargett",8.4,1912,"Oct-Dec","FE","Mirani",2.74,1912,"Oct-Dec","FE","Sarichs",0,1912,"Oct-Dec","FE","Whitefd",0.89
"935",1913,"Oct-Dec","FE","Gargett",9.43,1913,"Oct-Dec","FE","Mirani",8.85,1913,"Oct-Dec","FE","Sarichs",0.07,1913,"Oct-Dec","FE","Whitefd",1.29
"936",1914,"Oct-Dec","FE","Gargett",9.45,1914,"Oct-Dec","FE","Mirani",7.89,1914,"Oct-Dec","FE","Sarichs",0.01,1914,"Oct-Dec","FE","Whitefd",0.64
"937",1915,"Oct-Dec","FE","Gargett",7.31,1915,"Oct-Dec","FE","Mirani",8.06,1915,"Oct-Dec","FE","Sarichs",0.45,1915,"Oct-Dec","FE","Whitefd",1.04
"938",1916,"Oct-Dec","FE","Gargett",8.36,1916,"Oct-Dec","FE","Mirani",3.55,1916,"Oct-Dec","FE","Sarichs",0.79,1916,"Oct-Dec","FE","Whitefd",0.57
"939",1917,"Oct-Dec","FE","Gargett",8.08,1917,"Oct-Dec","FE","Mirani",3.44,1917,"Oct-Dec","FE","Sarichs",0.63,1917,"Oct-Dec","FE","Whitefd",0.89
"940",1918,"Oct-Dec","FE","Gargett",10.02,1918,"Oct-Dec","FE","Mirani",10.08,1918,"Oct-Dec","FE","Sarichs",0.12,1918,"Oct-Dec","FE","Whitefd",0.82
"941",1919,"Oct-Dec","FE","Gargett",11.16,1919,"Oct-Dec","FE","Mirani",11.12,1919,"Oct-Dec","FE","Sarichs",0,1919,"Oct-Dec","FE","Whitefd",0.53
"942",1920,"Oct-Dec","FE","Gargett",9.93,1920,"Oct-Dec","FE","Mirani",6.85,1920,"Oct-Dec","FE","Sarichs",0,1920,"Oct-Dec","FE","Whitefd",0.18
"943",1921,"Oct-Dec","FE","Gargett",14.15,1921,"Oct-Dec","FE","Mirani",6.65,1921,"Oct-Dec","FE","Sarichs",2.67,1921,"Oct-Dec","FE","Whitefd",2.7
"944",1922,"Oct-Dec","FE","Gargett",10.18,1922,"Oct-Dec","FE","Mirani",9.94,1922,"Oct-Dec","FE","Sarichs",0,1922,"Oct-Dec","FE","Whitefd",0.11
"945",1923,"Oct-Dec","FE","Gargett",11.11,1923,"Oct-Dec","FE","Mirani",11.52,1923,"Oct-Dec","FE","Sarichs",0.84,1923,"Oct-Dec","FE","Whitefd",1.83
"946",1924,"Oct-Dec","FE","Gargett",11.38,1924,"Oct-Dec","FE","Mirani",5.12,1924,"Oct-Dec","FE","Sarichs",0,1924,"Oct-Dec","FE","Whitefd",0.13
"947",1925,"Oct-Dec","FE","Gargett",10.63,1925,"Oct-Dec","FE","Mirani",9.29,1925,"Oct-Dec","FE","Sarichs",0,1925,"Oct-Dec","FE","Whitefd",0.21
"948",1926,"Oct-Dec","FE","Gargett",10.33,1926,"Oct-Dec","FE","Mirani",9.34,1926,"Oct-Dec","FE","Sarichs",0,1926,"Oct-Dec","FE","Whitefd",0.01
"949",1927,"Oct-Dec","FE","Gargett",8.07,1927,"Oct-Dec","FE","Mirani",2.57,1927,"Oct-Dec","FE","Sarichs",0.08,1927,"Oct-Dec","FE","Whitefd",0.11
"950",1928,"Oct-Dec","FE","Gargett",10.82,1928,"Oct-Dec","FE","Mirani",8.13,1928,"Oct-Dec","FE","Sarichs",0.16,1928,"Oct-Dec","FE","Whitefd",0.55
"951",1929,"Oct-Dec","FE","Gargett",11.21,1929,"Oct-Dec","FE","Mirani",11.85,1929,"Oct-Dec","FE","Sarichs",0.24,1929,"Oct-Dec","FE","Whitefd",0.77
"952",1930,"Oct-Dec","FE","Gargett",9.44,1930,"Oct-Dec","FE","Mirani",7.17,1930,"Oct-Dec","FE","Sarichs",0,1930,"Oct-Dec","FE","Whitefd",0.52
"953",1931,"Oct-Dec","FE","Gargett",9.11,1931,"Oct-Dec","FE","Mirani",8.67,1931,"Oct-Dec","FE","Sarichs",0.89,1931,"Oct-Dec","FE","Whitefd",1.59
"954",1932,"Oct-Dec","FE","Gargett",9.34,1932,"Oct-Dec","FE","Mirani",9.67,1932,"Oct-Dec","FE","Sarichs",0.25,1932,"Oct-Dec","FE","Whitefd",0.76
