"","ï..Year","Season","Scenario","Site","Habitat"
"3007",1905,"Oct-Dec","FE","Sarichs",0.01
"3008",1906,"Oct-Dec","FE","Sarichs",0.83
"3009",1907,"Oct-Dec","FE","Sarichs",0.11
"3010",1908,"Oct-Dec","FE","Sarichs",0
"3011",1909,"Oct-Dec","FE","Sarichs",0.06
"3012",1910,"Oct-Dec","FE","Sarichs",0.06
"3013",1911,"Oct-Dec","FE","Sarichs",0.53
"3014",1912,"Oct-Dec","FE","Sarichs",0
"3015",1913,"Oct-Dec","FE","Sarichs",0.07
"3016",1914,"Oct-Dec","FE","Sarichs",0.01
"3017",1915,"Oct-Dec","FE","Sarichs",0.45
"3018",1916,"Oct-Dec","FE","Sarichs",0.79
"3019",1917,"Oct-Dec","FE","Sarichs",0.63
"3020",1918,"Oct-Dec","FE","Sarichs",0.12
"3021",1919,"Oct-Dec","FE","Sarichs",0
"3022",1920,"Oct-Dec","FE","Sarichs",0
"3023",1921,"Oct-Dec","FE","Sarichs",2.67
"3024",1922,"Oct-Dec","FE","Sarichs",0
"3025",1923,"Oct-Dec","FE","Sarichs",0.84
"3026",1924,"Oct-Dec","FE","Sarichs",0
"3027",1925,"Oct-Dec","FE","Sarichs",0
"3028",1926,"Oct-Dec","FE","Sarichs",0
"3029",1927,"Oct-Dec","FE","Sarichs",0.08
"3030",1928,"Oct-Dec","FE","Sarichs",0.16
"3031",1929,"Oct-Dec","FE","Sarichs",0.24
"3032",1930,"Oct-Dec","FE","Sarichs",0
"3033",1931,"Oct-Dec","FE","Sarichs",0.89
"3034",1932,"Oct-Dec","FE","Sarichs",0.25
"3035",1933,"Oct-Dec","FE","Sarichs",2.77
"3036",1934,"Oct-Dec","FE","Sarichs",0.49
"3037",1935,"Oct-Dec","FE","Sarichs",0.41
"3038",1936,"Oct-Dec","FE","Sarichs",0.12
"3039",1937,"Oct-Dec","FE","Sarichs",0.15
"3040",1938,"Oct-Dec","FE","Sarichs",0
"3041",1939,"Oct-Dec","FE","Sarichs",0
"3042",1940,"Oct-Dec","FE","Sarichs",0.43
"3043",1941,"Oct-Dec","FE","Sarichs",0.13
"3044",1942,"Oct-Dec","FE","Sarichs",0.18
"3045",1943,"Oct-Dec","FE","Sarichs",0
"3046",1944,"Oct-Dec","FE","Sarichs",0.1
"3047",1945,"Oct-Dec","FE","Sarichs",0
"3048",1946,"Oct-Dec","FE","Sarichs",0.62
"3049",1947,"Oct-Dec","FE","Sarichs",0
"3050",1948,"Oct-Dec","FE","Sarichs",0.36
"3051",1949,"Oct-Dec","FE","Sarichs",0
"3052",1950,"Oct-Dec","FE","Sarichs",11.68
"3053",1951,"Oct-Dec","FE","Sarichs",0.81
"3054",1952,"Oct-Dec","FE","Sarichs",0.13
"3055",1953,"Oct-Dec","FE","Sarichs",0.17
"3056",1954,"Oct-Dec","FE","Sarichs",0.31
"3057",1955,"Oct-Dec","FE","Sarichs",0.12
"3058",1956,"Oct-Dec","FE","Sarichs",2.43
"3059",1957,"Oct-Dec","FE","Sarichs",0
"3060",1958,"Oct-Dec","FE","Sarichs",0
"3061",1959,"Oct-Dec","FE","Sarichs",0.02
"3062",1960,"Oct-Dec","FE","Sarichs",0.21
"3063",1961,"Oct-Dec","FE","Sarichs",0.24
"3064",1962,"Oct-Dec","FE","Sarichs",0.02
"3065",1963,"Oct-Dec","FE","Sarichs",0.14
"3066",1964,"Oct-Dec","FE","Sarichs",0
"3067",1965,"Oct-Dec","FE","Sarichs",0.21
"3068",1966,"Oct-Dec","FE","Sarichs",0
"3069",1967,"Oct-Dec","FE","Sarichs",0
"3070",1968,"Oct-Dec","FE","Sarichs",0
"3071",1969,"Oct-Dec","FE","Sarichs",0
"3072",1970,"Oct-Dec","FE","Sarichs",0
"3073",1971,"Oct-Dec","FE","Sarichs",0
"3074",1972,"Oct-Dec","FE","Sarichs",0.58
"3075",1973,"Oct-Dec","FE","Sarichs",0.36
"3076",1974,"Oct-Dec","FE","Sarichs",2.52
"3077",1975,"Oct-Dec","FE","Sarichs",0.72
"3078",1976,"Oct-Dec","FE","Sarichs",1.06
"3079",1977,"Oct-Dec","FE","Sarichs",0.69
"3080",1978,"Oct-Dec","FE","Sarichs",0.12
"3081",1979,"Oct-Dec","FE","Sarichs",0.85
"3082",1980,"Oct-Dec","FE","Sarichs",0.2
"3083",1981,"Oct-Dec","FE","Sarichs",0.88
"3084",1982,"Oct-Dec","FE","Sarichs",0.78
"3085",1983,"Oct-Dec","FE","Sarichs",0.22
"3086",1984,"Oct-Dec","FE","Sarichs",0.01
"3087",1985,"Oct-Dec","FE","Sarichs",1.59
"3088",1986,"Oct-Dec","FE","Sarichs",0
"3089",1987,"Oct-Dec","FE","Sarichs",0
"3090",1988,"Oct-Dec","FE","Sarichs",1.21
"3091",1989,"Oct-Dec","FE","Sarichs",1.55
"3092",1990,"Oct-Dec","FE","Sarichs",0.41
"3093",1991,"Oct-Dec","FE","Sarichs",0.57
"3094",1992,"Oct-Dec","FE","Sarichs",1.11
"3095",1993,"Oct-Dec","FE","Sarichs",0.02
"3096",1994,"Oct-Dec","FE","Sarichs",0
"3097",1995,"Oct-Dec","FE","Sarichs",0
"3098",1996,"Oct-Dec","FE","Sarichs",0
"3099",1997,"Oct-Dec","FE","Sarichs",0
"3100",1998,"Oct-Dec","FE","Sarichs",4.72
"3101",1999,"Oct-Dec","FE","Sarichs",0.4
"3102",2000,"Oct-Dec","FE","Sarichs",2.11
"3103",2001,"Oct-Dec","FE","Sarichs",0.58
"3104",2002,"Oct-Dec","FE","Sarichs",0.1
"3105",2003,"Oct-Dec","FE","Sarichs",0.1
"3106",2004,"Oct-Dec","FE","Sarichs",0.36
"3107",2005,"Oct-Dec","FE","Sarichs",0
"3108",2006,"Oct-Dec","FE","Sarichs",0
"3109",2007,"Oct-Dec","FE","Sarichs",0.18
"3110",2008,"Oct-Dec","FE","Sarichs",0.2
"3111",2009,"Oct-Dec","FE","Sarichs",0.14
"3112",2010,"Oct-Dec","FE","Sarichs",4.08
"3113",2011,"Oct-Dec","FE","Sarichs",1.08
"3114",2012,"Oct-Dec","FE","Sarichs",1.57
"3115",2013,"Oct-Dec","FE","Sarichs",0
"3116",2014,"Oct-Dec","FE","Sarichs",0.21
"3117",2015,"Oct-Dec","FE","Sarichs",0.43
"3118",2016,"Oct-Dec","FE","Sarichs",0
"3119",2017,"Oct-Dec","FE","Sarichs",0.51
"3120",2018,"Oct-Dec","FE","Sarichs",0.69
"3121",1889,"Jan-Mar","PD","Whitefd",0.86
"3122",1890,"Jan-Mar","PD","Whitefd",2.3
"3123",1891,"Jan-Mar","PD","Whitefd",2.86
"3124",1892,"Jan-Mar","PD","Whitefd",3.06
"3125",1893,"Jan-Mar","PD","Whitefd",2.15
"3126",1894,"Jan-Mar","PD","Whitefd",6.14
"3127",1895,"Jan-Mar","PD","Whitefd",1.79
"3128",1896,"Jan-Mar","PD","Whitefd",3.42
"3129",1897,"Jan-Mar","PD","Whitefd",1.46
"3130",1898,"Jan-Mar","PD","Whitefd",1.81
"3131",1899,"Jan-Mar","PD","Whitefd",3.32
"3132",1900,"Jan-Mar","PD","Whitefd",3.86
"3133",1901,"Jan-Mar","PD","Whitefd",1.51
"3134",1902,"Jan-Mar","PD","Whitefd",0.75
"3135",1903,"Jan-Mar","PD","Whitefd",5.55
"3136",1904,"Jan-Mar","PD","Whitefd",7.44
"3137",1905,"Jan-Mar","PD","Whitefd",0.7
"3138",1906,"Jan-Mar","PD","Whitefd",3.68
"3139",1907,"Jan-Mar","PD","Whitefd",4.6
"3140",1908,"Jan-Mar","PD","Whitefd",3.17
"3141",1909,"Jan-Mar","PD","Whitefd",0.47
"3142",1910,"Jan-Mar","PD","Whitefd",3.44
"3143",1911,"Jan-Mar","PD","Whitefd",0.56
"3144",1912,"Jan-Mar","PD","Whitefd",2.43
"3145",1913,"Jan-Mar","PD","Whitefd",4.7
"3146",1914,"Jan-Mar","PD","Whitefd",0
"3147",1915,"Jan-Mar","PD","Whitefd",0
"3148",1916,"Jan-Mar","PD","Whitefd",0.99
"3149",1917,"Jan-Mar","PD","Whitefd",0.47
"3150",1918,"Jan-Mar","PD","Whitefd",2.42
"3151",1919,"Jan-Mar","PD","Whitefd",1.56
"3152",1920,"Jan-Mar","PD","Whitefd",1.4
"3153",1921,"Jan-Mar","PD","Whitefd",4.44
"3154",1922,"Jan-Mar","PD","Whitefd",2.61
"3155",1923,"Jan-Mar","PD","Whitefd",0.6
"3156",1924,"Jan-Mar","PD","Whitefd",1.21
"3157",1925,"Jan-Mar","PD","Whitefd",1.24
"3158",1926,"Jan-Mar","PD","Whitefd",1.01
"3159",1927,"Jan-Mar","PD","Whitefd",1.62
"3160",1928,"Jan-Mar","PD","Whitefd",3.76
"3161",1929,"Jan-Mar","PD","Whitefd",6.14
"3162",1930,"Jan-Mar","PD","Whitefd",1.07
"3163",1931,"Jan-Mar","PD","Whitefd",3.5
"3164",1932,"Jan-Mar","PD","Whitefd",1.95
"3165",1933,"Jan-Mar","PD","Whitefd",3.07
"3166",1934,"Jan-Mar","PD","Whitefd",0.06
"3167",1935,"Jan-Mar","PD","Whitefd",0.13
"3168",1936,"Jan-Mar","PD","Whitefd",2.05
"3169",1937,"Jan-Mar","PD","Whitefd",0.88
"3170",1938,"Jan-Mar","PD","Whitefd",1.08
"3171",1939,"Jan-Mar","PD","Whitefd",0.58
"3172",1940,"Jan-Mar","PD","Whitefd",4.14
"3173",1941,"Jan-Mar","PD","Whitefd",3.02
"3174",1942,"Jan-Mar","PD","Whitefd",2.35
"3175",1943,"Jan-Mar","PD","Whitefd",1.73
"3176",1944,"Jan-Mar","PD","Whitefd",0.38
"3177",1945,"Jan-Mar","PD","Whitefd",0.96
"3178",1946,"Jan-Mar","PD","Whitefd",1.4
"3179",1947,"Jan-Mar","PD","Whitefd",1.25
"3180",1948,"Jan-Mar","PD","Whitefd",0.4
"3181",1949,"Jan-Mar","PD","Whitefd",0.42
"3182",1950,"Jan-Mar","PD","Whitefd",5.75
"3183",1951,"Jan-Mar","PD","Whitefd",2.92
"3184",1952,"Jan-Mar","PD","Whitefd",5.09
"3185",1953,"Jan-Mar","PD","Whitefd",0.72
"3186",1954,"Jan-Mar","PD","Whitefd",0.17
"3187",1955,"Jan-Mar","PD","Whitefd",0.75
"3188",1956,"Jan-Mar","PD","Whitefd",4.58
"3189",1957,"Jan-Mar","PD","Whitefd",2.56
"3190",1958,"Jan-Mar","PD","Whitefd",3.04
"3191",1959,"Jan-Mar","PD","Whitefd",2.74
"3192",1960,"Jan-Mar","PD","Whitefd",2.5
"3193",1961,"Jan-Mar","PD","Whitefd",0.88
"3194",1962,"Jan-Mar","PD","Whitefd",3.87
"3195",1963,"Jan-Mar","PD","Whitefd",0.16
"3196",1964,"Jan-Mar","PD","Whitefd",0.08
"3197",1965,"Jan-Mar","PD","Whitefd",3.06
"3198",1966,"Jan-Mar","PD","Whitefd",0.28
"3199",1967,"Jan-Mar","PD","Whitefd",1.91
"3200",1968,"Jan-Mar","PD","Whitefd",0.76
"3201",1969,"Jan-Mar","PD","Whitefd",1.59
"3202",1970,"Jan-Mar","PD","Whitefd",1.4
"3203",1971,"Jan-Mar","PD","Whitefd",3.27
"3204",1972,"Jan-Mar","PD","Whitefd",0.96
"3205",1973,"Jan-Mar","PD","Whitefd",0.35
"3206",1974,"Jan-Mar","PD","Whitefd",3.97
"3207",1975,"Jan-Mar","PD","Whitefd",0.65
"3208",1976,"Jan-Mar","PD","Whitefd",2.27
"3209",1977,"Jan-Mar","PD","Whitefd",3.94
"3210",1978,"Jan-Mar","PD","Whitefd",0.26
"3211",1979,"Jan-Mar","PD","Whitefd",4.7
"3212",1980,"Jan-Mar","PD","Whitefd",1.93
"3213",1981,"Jan-Mar","PD","Whitefd",0.61
"3214",1982,"Jan-Mar","PD","Whitefd",0.04
"3215",1983,"Jan-Mar","PD","Whitefd",0.55
"3216",1984,"Jan-Mar","PD","Whitefd",0.64
"3217",1985,"Jan-Mar","PD","Whitefd",2.12
"3218",1986,"Jan-Mar","PD","Whitefd",0.14
"3219",1987,"Jan-Mar","PD","Whitefd",0.87
"3220",1988,"Jan-Mar","PD","Whitefd",1.22
"3221",1989,"Jan-Mar","PD","Whitefd",0.68
"3222",1990,"Jan-Mar","PD","Whitefd",3.04
"3223",1991,"Jan-Mar","PD","Whitefd",0.37
"3224",1992,"Jan-Mar","PD","Whitefd",0.62
"3225",1993,"Jan-Mar","PD","Whitefd",0.81
"3226",1994,"Jan-Mar","PD","Whitefd",1.09
"3227",1995,"Jan-Mar","PD","Whitefd",0.94
"3228",1996,"Jan-Mar","PD","Whitefd",0.42
"3229",1997,"Jan-Mar","PD","Whitefd",3.06
"3230",1998,"Jan-Mar","PD","Whitefd",2.54
"3231",1999,"Jan-Mar","PD","Whitefd",0.99
"3232",2000,"Jan-Mar","PD","Whitefd",1.49
"3233",2001,"Jan-Mar","PD","Whitefd",0.52
"3234",2002,"Jan-Mar","PD","Whitefd",0.67
"3235",2003,"Jan-Mar","PD","Whitefd",0.73
"3236",2004,"Jan-Mar","PD","Whitefd",1.7
"3237",2005,"Jan-Mar","PD","Whitefd",0.02
"3238",2006,"Jan-Mar","PD","Whitefd",1.4
"3239",2007,"Jan-Mar","PD","Whitefd",2.82
"3240",2008,"Jan-Mar","PD","Whitefd",2.25
"3241",2009,"Jan-Mar","PD","Whitefd",0.39
"3242",2010,"Jan-Mar","PD","Whitefd",0.86
"3243",2011,"Jan-Mar","PD","Whitefd",1.17
"3244",2012,"Jan-Mar","PD","Whitefd",1.6
"3245",2013,"Jan-Mar","PD","Whitefd",1.59
"3246",2014,"Jan-Mar","PD","Whitefd",1.98
"3247",2015,"Jan-Mar","PD","Whitefd",0.86
"3248",2016,"Jan-Mar","PD","Whitefd",2.08
"3249",2017,"Jan-Mar","PD","Whitefd",0.33
"3250",2018,"Jan-Mar","PD","Whitefd",6.66
"3251",1889,"Apr-Jun","PD","Whitefd",13.29
"3252",1890,"Apr-Jun","PD","Whitefd",10.59
"3253",1891,"Apr-Jun","PD","Whitefd",1.2
"3254",1892,"Apr-Jun","PD","Whitefd",4.16
"3255",1893,"Apr-Jun","PD","Whitefd",8.62
"3256",1894,"Apr-Jun","PD","Whitefd",10.86
"3257",1895,"Apr-Jun","PD","Whitefd",18.4
"3258",1896,"Apr-Jun","PD","Whitefd",2.77
"3259",1897,"Apr-Jun","PD","Whitefd",16.29
"3260",1898,"Apr-Jun","PD","Whitefd",5.86
"3261",1899,"Apr-Jun","PD","Whitefd",2
"3262",1900,"Apr-Jun","PD","Whitefd",4.44
"3263",1901,"Apr-Jun","PD","Whitefd",0.69
"3264",1902,"Apr-Jun","PD","Whitefd",7.5
"3265",1903,"Apr-Jun","PD","Whitefd",3.48
"3266",1904,"Apr-Jun","PD","Whitefd",5
"3267",1905,"Apr-Jun","PD","Whitefd",15.71
"3268",1906,"Apr-Jun","PD","Whitefd",2.58
"3269",1907,"Apr-Jun","PD","Whitefd",10.8
"3270",1908,"Apr-Jun","PD","Whitefd",4.89
"3271",1909,"Apr-Jun","PD","Whitefd",17.03
"3272",1910,"Apr-Jun","PD","Whitefd",9.51
"3273",1911,"Apr-Jun","PD","Whitefd",1.74
"3274",1912,"Apr-Jun","PD","Whitefd",12.65
"3275",1913,"Apr-Jun","PD","Whitefd",7.15
"3276",1914,"Apr-Jun","PD","Whitefd",0
"3277",1915,"Apr-Jun","PD","Whitefd",0.15
"3278",1916,"Apr-Jun","PD","Whitefd",10.68
"3279",1917,"Apr-Jun","PD","Whitefd",12.41
"3280",1918,"Apr-Jun","PD","Whitefd",3.79
"3281",1919,"Apr-Jun","PD","Whitefd",2.6
"3282",1920,"Apr-Jun","PD","Whitefd",8.43
"3283",1921,"Apr-Jun","PD","Whitefd",3.11
"3284",1922,"Apr-Jun","PD","Whitefd",2.36
"3285",1923,"Apr-Jun","PD","Whitefd",5.34
"3286",1924,"Apr-Jun","PD","Whitefd",8.85
"3287",1925,"Apr-Jun","PD","Whitefd",2.83
"3288",1926,"Apr-Jun","PD","Whitefd",4.14
"3289",1927,"Apr-Jun","PD","Whitefd",6.16
"3290",1928,"Apr-Jun","PD","Whitefd",6.95
"3291",1929,"Apr-Jun","PD","Whitefd",6.98
"3292",1930,"Apr-Jun","PD","Whitefd",3.95
"3293",1931,"Apr-Jun","PD","Whitefd",3.47
"3294",1932,"Apr-Jun","PD","Whitefd",2.85
"3295",1933,"Apr-Jun","PD","Whitefd",6.01
"3296",1934,"Apr-Jun","PD","Whitefd",0
"3297",1935,"Apr-Jun","PD","Whitefd",11.4
"3298",1936,"Apr-Jun","PD","Whitefd",5.18
"3299",1937,"Apr-Jun","PD","Whitefd",4.1
"3300",1938,"Apr-Jun","PD","Whitefd",4.37
"3301",1939,"Apr-Jun","PD","Whitefd",11.9
"3302",1940,"Apr-Jun","PD","Whitefd",6.79
"3303",1941,"Apr-Jun","PD","Whitefd",5.88
"3304",1942,"Apr-Jun","PD","Whitefd",14.19
"3305",1943,"Apr-Jun","PD","Whitefd",6.23
"3306",1944,"Apr-Jun","PD","Whitefd",3.45
"3307",1945,"Apr-Jun","PD","Whitefd",9.77
"3308",1946,"Apr-Jun","PD","Whitefd",5.74
"3309",1947,"Apr-Jun","PD","Whitefd",1.98
"3310",1948,"Apr-Jun","PD","Whitefd",7.06
"3311",1949,"Apr-Jun","PD","Whitefd",8.16
"3312",1950,"Apr-Jun","PD","Whitefd",11.74
"3313",1951,"Apr-Jun","PD","Whitefd",3.71
"3314",1952,"Apr-Jun","PD","Whitefd",6.65
"3315",1953,"Apr-Jun","PD","Whitefd",13.6
"3316",1954,"Apr-Jun","PD","Whitefd",10.7
"3317",1955,"Apr-Jun","PD","Whitefd",2.33
"3318",1956,"Apr-Jun","PD","Whitefd",3.02
"3319",1957,"Apr-Jun","PD","Whitefd",9.95
"3320",1958,"Apr-Jun","PD","Whitefd",5.8
"3321",1959,"Apr-Jun","PD","Whitefd",12.27
"3322",1960,"Apr-Jun","PD","Whitefd",4.96
"3323",1961,"Apr-Jun","PD","Whitefd",4.63
"3324",1962,"Apr-Jun","PD","Whitefd",14.4
"3325",1963,"Apr-Jun","PD","Whitefd",3.1
"3326",1964,"Apr-Jun","PD","Whitefd",0.52
"3327",1965,"Apr-Jun","PD","Whitefd",2.22
"3328",1966,"Apr-Jun","PD","Whitefd",1.81
"3329",1967,"Apr-Jun","PD","Whitefd",5.18
"3330",1968,"Apr-Jun","PD","Whitefd",2.31
"3331",1969,"Apr-Jun","PD","Whitefd",4.4
"3332",1970,"Apr-Jun","PD","Whitefd",8.57
"3333",1971,"Apr-Jun","PD","Whitefd",9.95
"3334",1972,"Apr-Jun","PD","Whitefd",2.94
"3335",1973,"Apr-Jun","PD","Whitefd",15.02
"3336",1974,"Apr-Jun","PD","Whitefd",4.63
"3337",1975,"Apr-Jun","PD","Whitefd",10.41
"3338",1976,"Apr-Jun","PD","Whitefd",8.81
"3339",1977,"Apr-Jun","PD","Whitefd",2.78
"3340",1978,"Apr-Jun","PD","Whitefd",14.39
"3341",1979,"Apr-Jun","PD","Whitefd",3.08
"3342",1980,"Apr-Jun","PD","Whitefd",3.33
"3343",1981,"Apr-Jun","PD","Whitefd",2.08
"3344",1982,"Apr-Jun","PD","Whitefd",0.94
"3345",1983,"Apr-Jun","PD","Whitefd",0.72
"3346",1984,"Apr-Jun","PD","Whitefd",3.71
"3347",1985,"Apr-Jun","PD","Whitefd",1.75
"3348",1986,"Apr-Jun","PD","Whitefd",0.35
"3349",1987,"Apr-Jun","PD","Whitefd",2.89
"3350",1988,"Apr-Jun","PD","Whitefd",2.52
"3351",1989,"Apr-Jun","PD","Whitefd",3.37
"3352",1990,"Apr-Jun","PD","Whitefd",11.28
"3353",1991,"Apr-Jun","PD","Whitefd",0.07
"3354",1992,"Apr-Jun","PD","Whitefd",0.02
"3355",1993,"Apr-Jun","PD","Whitefd",2.26
"3356",1994,"Apr-Jun","PD","Whitefd",2.77
"3357",1995,"Apr-Jun","PD","Whitefd",1.89
"3358",1996,"Apr-Jun","PD","Whitefd",4.77
"3359",1997,"Apr-Jun","PD","Whitefd",1.26
"3360",1998,"Apr-Jun","PD","Whitefd",7.12
"3361",1999,"Apr-Jun","PD","Whitefd",4.58
"3362",2000,"Apr-Jun","PD","Whitefd",9.95
"3363",2001,"Apr-Jun","PD","Whitefd",1.74
"3364",2002,"Apr-Jun","PD","Whitefd",1.46
"3365",2003,"Apr-Jun","PD","Whitefd",0.96
"3366",2004,"Apr-Jun","PD","Whitefd",0.2
"3367",2005,"Apr-Jun","PD","Whitefd",0.29
"3368",2006,"Apr-Jun","PD","Whitefd",2.36
"3369",2007,"Apr-Jun","PD","Whitefd",7.97
"3370",2008,"Apr-Jun","PD","Whitefd",6.88
"3371",2009,"Apr-Jun","PD","Whitefd",10.84
"3372",2010,"Apr-Jun","PD","Whitefd",10.88
"3373",2011,"Apr-Jun","PD","Whitefd",7.96
"3374",2012,"Apr-Jun","PD","Whitefd",11.66
"3375",2013,"Apr-Jun","PD","Whitefd",6.44
"3376",2014,"Apr-Jun","PD","Whitefd",0.91
"3377",2015,"Apr-Jun","PD","Whitefd",0.95
"3378",2016,"Apr-Jun","PD","Whitefd",9.35
"3379",2017,"Apr-Jun","PD","Whitefd",2.26
"3380",2018,"Apr-Jun","PD","Whitefd",9.7
"3381",1889,"Jul-Sep","PD","Whitefd",2.78
"3382",1890,"Jul-Sep","PD","Whitefd",6.89
"3383",1891,"Jul-Sep","PD","Whitefd",11.42
"3384",1892,"Jul-Sep","PD","Whitefd",0
"3385",1893,"Jul-Sep","PD","Whitefd",3.19
"3386",1894,"Jul-Sep","PD","Whitefd",12.44
"3387",1895,"Jul-Sep","PD","Whitefd",2.31
"3388",1896,"Jul-Sep","PD","Whitefd",4.82
"3389",1897,"Jul-Sep","PD","Whitefd",0.08
"3390",1898,"Jul-Sep","PD","Whitefd",5.17
"3391",1899,"Jul-Sep","PD","Whitefd",2.02
"3392",1900,"Jul-Sep","PD","Whitefd",0
"3393",1901,"Jul-Sep","PD","Whitefd",0.88
"3394",1902,"Jul-Sep","PD","Whitefd",0
"3395",1903,"Jul-Sep","PD","Whitefd",2.69
"3396",1904,"Jul-Sep","PD","Whitefd",1.09
"3397",1905,"Jul-Sep","PD","Whitefd",1.08
"3398",1906,"Jul-Sep","PD","Whitefd",6.06
"3399",1907,"Jul-Sep","PD","Whitefd",2.73
"3400",1908,"Jul-Sep","PD","Whitefd",3.85
"3401",1909,"Jul-Sep","PD","Whitefd",0.76
"3402",1910,"Jul-Sep","PD","Whitefd",5.82
"3403",1911,"Jul-Sep","PD","Whitefd",3.75
"3404",1912,"Jul-Sep","PD","Whitefd",4.42
"3405",1913,"Jul-Sep","PD","Whitefd",5.57
"3406",1914,"Jul-Sep","PD","Whitefd",4.55
"3407",1915,"Jul-Sep","PD","Whitefd",0
"3408",1916,"Jul-Sep","PD","Whitefd",1.54
"3409",1917,"Jul-Sep","PD","Whitefd",4.86
"3410",1918,"Jul-Sep","PD","Whitefd",3.88
"3411",1919,"Jul-Sep","PD","Whitefd",4.31
"3412",1920,"Jul-Sep","PD","Whitefd",3.39
"3413",1921,"Jul-Sep","PD","Whitefd",5.23
"3414",1922,"Jul-Sep","PD","Whitefd",1.79
"3415",1923,"Jul-Sep","PD","Whitefd",2.02
"3416",1924,"Jul-Sep","PD","Whitefd",3.12
"3417",1925,"Jul-Sep","PD","Whitefd",2.22
"3418",1926,"Jul-Sep","PD","Whitefd",0.64
"3419",1927,"Jul-Sep","PD","Whitefd",1.36
"3420",1928,"Jul-Sep","PD","Whitefd",4.01
"3421",1929,"Jul-Sep","PD","Whitefd",3.96
"3422",1930,"Jul-Sep","PD","Whitefd",6.94
"3423",1931,"Jul-Sep","PD","Whitefd",1.09
"3424",1932,"Jul-Sep","PD","Whitefd",1.06
"3425",1933,"Jul-Sep","PD","Whitefd",3.89
"3426",1934,"Jul-Sep","PD","Whitefd",0.7
"3427",1935,"Jul-Sep","PD","Whitefd",0
"3428",1936,"Jul-Sep","PD","Whitefd",7.94
"3429",1937,"Jul-Sep","PD","Whitefd",2.09
"3430",1938,"Jul-Sep","PD","Whitefd",3.1
"3431",1939,"Jul-Sep","PD","Whitefd",2.86
"3432",1940,"Jul-Sep","PD","Whitefd",7.11
"3433",1941,"Jul-Sep","PD","Whitefd",6.81
"3434",1942,"Jul-Sep","PD","Whitefd",5.37
"3435",1943,"Jul-Sep","PD","Whitefd",8.18
"3436",1944,"Jul-Sep","PD","Whitefd",2.33
"3437",1945,"Jul-Sep","PD","Whitefd",1.76
"3438",1946,"Jul-Sep","PD","Whitefd",3.1
"3439",1947,"Jul-Sep","PD","Whitefd",2.79
"3440",1948,"Jul-Sep","PD","Whitefd",0.54
"3441",1949,"Jul-Sep","PD","Whitefd",2.53
"3442",1950,"Jul-Sep","PD","Whitefd",11.05
"3443",1951,"Jul-Sep","PD","Whitefd",2.34
"3444",1952,"Jul-Sep","PD","Whitefd",2.64
"3445",1953,"Jul-Sep","PD","Whitefd",1.61
"3446",1954,"Jul-Sep","PD","Whitefd",5.73
"3447",1955,"Jul-Sep","PD","Whitefd",9.89
"3448",1956,"Jul-Sep","PD","Whitefd",9.38
"3449",1957,"Jul-Sep","PD","Whitefd",1.58
"3450",1958,"Jul-Sep","PD","Whitefd",7.58
"3451",1959,"Jul-Sep","PD","Whitefd",2.09
"3452",1960,"Jul-Sep","PD","Whitefd",2.78
"3453",1961,"Jul-Sep","PD","Whitefd",1.72
"3454",1962,"Jul-Sep","PD","Whitefd",1.72
"3455",1963,"Jul-Sep","PD","Whitefd",7.41
"3456",1964,"Jul-Sep","PD","Whitefd",2.61
"3457",1965,"Jul-Sep","PD","Whitefd",0.02
"3458",1966,"Jul-Sep","PD","Whitefd",0.07
"3459",1967,"Jul-Sep","PD","Whitefd",2.86
"3460",1968,"Jul-Sep","PD","Whitefd",3.08
"3461",1969,"Jul-Sep","PD","Whitefd",1.9
"3462",1970,"Jul-Sep","PD","Whitefd",2.22
"3463",1971,"Jul-Sep","PD","Whitefd",2.76
"3464",1972,"Jul-Sep","PD","Whitefd",3.39
"3465",1973,"Jul-Sep","PD","Whitefd",2.52
"3466",1974,"Jul-Sep","PD","Whitefd",4.82
"3467",1975,"Jul-Sep","PD","Whitefd",1.71
"3468",1976,"Jul-Sep","PD","Whitefd",4.92
"3469",1977,"Jul-Sep","PD","Whitefd",6.1
"3470",1978,"Jul-Sep","PD","Whitefd",0.11
"3471",1979,"Jul-Sep","PD","Whitefd",4.01
"3472",1980,"Jul-Sep","PD","Whitefd",1.21
"3473",1981,"Jul-Sep","PD","Whitefd",2.68
"3474",1982,"Jul-Sep","PD","Whitefd",0
"3475",1983,"Jul-Sep","PD","Whitefd",0.11
"3476",1984,"Jul-Sep","PD","Whitefd",0.02
"3477",1985,"Jul-Sep","PD","Whitefd",2.72
"3478",1986,"Jul-Sep","PD","Whitefd",1.16
"3479",1987,"Jul-Sep","PD","Whitefd",0.79
"3480",1988,"Jul-Sep","PD","Whitefd",4.02
"3481",1989,"Jul-Sep","PD","Whitefd",9.41
"3482",1990,"Jul-Sep","PD","Whitefd",10.48
"3483",1991,"Jul-Sep","PD","Whitefd",3.75
"3484",1992,"Jul-Sep","PD","Whitefd",0
"3485",1993,"Jul-Sep","PD","Whitefd",0.23
"3486",1994,"Jul-Sep","PD","Whitefd",0.85
"3487",1995,"Jul-Sep","PD","Whitefd",0.61
"3488",1996,"Jul-Sep","PD","Whitefd",1.47
"3489",1997,"Jul-Sep","PD","Whitefd",1.96
"3490",1998,"Jul-Sep","PD","Whitefd",2.51
"3491",1999,"Jul-Sep","PD","Whitefd",2.76
