Year,Season,Site,Scenario,Habitat
1936,Jul-Sep,Mareeba,PD,20.34
1937,Jul-Sep,Mareeba,PD,16.7
1938,Jul-Sep,Mareeba,PD,16.81
1939,Jul-Sep,Mareeba,PD,22.49
1940,Jul-Sep,Mareeba,PD,20.98
1941,Jul-Sep,Mareeba,PD,23.24
1942,Jul-Sep,Mareeba,PD,17.04
1943,Jul-Sep,Mareeba,PD,16.62
1944,Jul-Sep,Mareeba,PD,16.02
1945,Jul-Sep,Mareeba,PD,22.47
1946,Jul-Sep,Mareeba,PD,18.08
1947,Jul-Sep,Mareeba,PD,13.24
1948,Jul-Sep,Mareeba,PD,16.99
1949,Jul-Sep,Mareeba,PD,20.44
1950,Jul-Sep,Mareeba,PD,20.4
1951,Jul-Sep,Mareeba,PD,18.55
1952,Jul-Sep,Mareeba,PD,14.93
1953,Jul-Sep,Mareeba,PD,19.16
1954,Jul-Sep,Mareeba,PD,19.5
1955,Jul-Sep,Mareeba,PD,22.05
1956,Jul-Sep,Mareeba,PD,20.48
1957,Jul-Sep,Mareeba,PD,20.55
1958,Jul-Sep,Mareeba,PD,16.41
1959,Jul-Sep,Mareeba,PD,17.46
1960,Jul-Sep,Mareeba,PD,18.36
1961,Jul-Sep,Mareeba,PD,12.43
1962,Jul-Sep,Mareeba,PD,19.86
1963,Jul-Sep,Mareeba,PD,19.55
1964,Jul-Sep,Mareeba,PD,19.42
1965,Jul-Sep,Mareeba,PD,18.03
1966,Jul-Sep,Mareeba,PD,13.1
1967,Jul-Sep,Mareeba,PD,19.44
1968,Jul-Sep,Mareeba,PD,16.49
1969,Jul-Sep,Mareeba,PD,17.07
1970,Jul-Sep,Mareeba,PD,18.73
1971,Jul-Sep,Mareeba,PD,17.74
1972,Jul-Sep,Mareeba,PD,21.54
1973,Jul-Sep,Mareeba,PD,18.17
1974,Jul-Sep,Mareeba,PD,19.21
1975,Jul-Sep,Mareeba,PD,18.94
1976,Jul-Sep,Mareeba,PD,18.27
1977,Jul-Sep,Mareeba,PD,20.01
1978,Jul-Sep,Mareeba,PD,14.35
1979,Jul-Sep,Mareeba,PD,17.6
1980,Jul-Sep,Mareeba,PD,16.95
1981,Jul-Sep,Mareeba,PD,19.65
1982,Jul-Sep,Mareeba,PD,20.57
1983,Jul-Sep,Mareeba,PD,18.03
1984,Jul-Sep,Mareeba,PD,13.3
1985,Jul-Sep,Mareeba,PD,18.59
1986,Jul-Sep,Mareeba,PD,17.84
1987,Jul-Sep,Mareeba,PD,14.75
1988,Jul-Sep,Mareeba,PD,15.63
1989,Jul-Sep,Mareeba,PD,20.18
1990,Jul-Sep,Mareeba,PD,19.61
1991,Jul-Sep,Mareeba,PD,18.7
1992,Jul-Sep,Mareeba,PD,10.24
1993,Jul-Sep,Mareeba,PD,15.11
1994,Jul-Sep,Mareeba,PD,15.24
1995,Jul-Sep,Mareeba,PD,15.24
1996,Jul-Sep,Mareeba,PD,16.54
1997,Jul-Sep,Mareeba,PD,17.24
1998,Jul-Sep,Mareeba,PD,15.89
1999,Jul-Sep,Mareeba,PD,17.44
2000,Jul-Sep,Mareeba,PD,20.05
2001,Jul-Sep,Mareeba,PD,18.47
2002,Jul-Sep,Mareeba,PD,14.87
2003,Jul-Sep,Mareeba,PD,14.6
2004,Jul-Sep,Mareeba,PD,20.25
2005,Jul-Sep,Mareeba,PD,19.6
2006,Jul-Sep,Mareeba,PD,18.03
2007,Jul-Sep,Mareeba,PD,18.03
2008,Jul-Sep,Mareeba,PD,19.49
2009,Jul-Sep,Mareeba,PD,21.4
2010,Jul-Sep,Mareeba,PD,20.38
2011,Jul-Sep,Mareeba,PD,21.66
2012,Jul-Sep,Mareeba,PD,16.89
2013,Jul-Sep,Mareeba,PD,19.57
2014,Jul-Sep,Mareeba,PD,21.45
2015,Jul-Sep,Mareeba,PD,18.67
2016,Jul-Sep,Mareeba,PD,17.34
2017,Jul-Sep,Mareeba,PD,17.28
2018,Jul-Sep,Mareeba,PD,19.67
1889,Jul-Sep,Mareeba,FE,9.41
1890,Jul-Sep,Mareeba,FE,16.4
1891,Jul-Sep,Mareeba,FE,20.66
1892,Jul-Sep,Mareeba,FE,17.48
1893,Jul-Sep,Mareeba,FE,8.41
1894,Jul-Sep,Mareeba,FE,22.22
1895,Jul-Sep,Mareeba,FE,18.62
1896,Jul-Sep,Mareeba,FE,18.29
1897,Jul-Sep,Mareeba,FE,16.57
1898,Jul-Sep,Mareeba,FE,15.36
1899,Jul-Sep,Mareeba,FE,16.6
1900,Jul-Sep,Mareeba,FE,13.5
1901,Jul-Sep,Mareeba,FE,1.38
1902,Jul-Sep,Mareeba,FE,0
1903,Jul-Sep,Mareeba,FE,15.71
1904,Jul-Sep,Mareeba,FE,21.77
1905,Jul-Sep,Mareeba,FE,16.89
1906,Jul-Sep,Mareeba,FE,6.6
1907,Jul-Sep,Mareeba,FE,7.45
1908,Jul-Sep,Mareeba,FE,14.69
1909,Jul-Sep,Mareeba,FE,8.87
1910,Jul-Sep,Mareeba,FE,21.26
1911,Jul-Sep,Mareeba,FE,21.79
1912,Jul-Sep,Mareeba,FE,4.19
1913,Jul-Sep,Mareeba,FE,19.99
1914,Jul-Sep,Mareeba,FE,16.34
1915,Jul-Sep,Mareeba,FE,10.5
1916,Jul-Sep,Mareeba,FE,0
1917,Jul-Sep,Mareeba,FE,3.45
1918,Jul-Sep,Mareeba,FE,13.33
1919,Jul-Sep,Mareeba,FE,2.88
1920,Jul-Sep,Mareeba,FE,0
1921,Jul-Sep,Mareeba,FE,2.74
1922,Jul-Sep,Mareeba,FE,15.25
1923,Jul-Sep,Mareeba,FE,17.6
1924,Jul-Sep,Mareeba,FE,1.39
1925,Jul-Sep,Mareeba,FE,15.66
1926,Jul-Sep,Mareeba,FE,11.81
1927,Jul-Sep,Mareeba,FE,17.44
1928,Jul-Sep,Mareeba,FE,17.72
1929,Jul-Sep,Mareeba,FE,16.75
1930,Jul-Sep,Mareeba,FE,16.17
1931,Jul-Sep,Mareeba,FE,6.63
1932,Jul-Sep,Mareeba,FE,6.36
1933,Jul-Sep,Mareeba,FE,4.97
1934,Jul-Sep,Mareeba,FE,22.03
1935,Jul-Sep,Mareeba,FE,13.1
1936,Jul-Sep,Mareeba,FE,13.54
1937,Jul-Sep,Mareeba,FE,16.02
1938,Jul-Sep,Mareeba,FE,6.09
1939,Jul-Sep,Mareeba,FE,21.62
1940,Jul-Sep,Mareeba,FE,22.18
1941,Jul-Sep,Mareeba,FE,22.28
1942,Jul-Sep,Mareeba,FE,13.72
1943,Jul-Sep,Mareeba,FE,13.91
1944,Jul-Sep,Mareeba,FE,0.05
1945,Jul-Sep,Mareeba,FE,22.27
1946,Jul-Sep,Mareeba,FE,16.88
1947,Jul-Sep,Mareeba,FE,0.62
1948,Jul-Sep,Mareeba,FE,1.84
1949,Jul-Sep,Mareeba,FE,12.26
1950,Jul-Sep,Mareeba,FE,9.02
1951,Jul-Sep,Mareeba,FE,15.48
1952,Jul-Sep,Mareeba,FE,7.8
1953,Jul-Sep,Mareeba,FE,14.37
1954,Jul-Sep,Mareeba,FE,0.05
1955,Jul-Sep,Mareeba,FE,8.81
1956,Jul-Sep,Mareeba,FE,12.86
1957,Jul-Sep,Mareeba,FE,16.23
1958,Jul-Sep,Mareeba,FE,18.6
1959,Jul-Sep,Mareeba,FE,13.14
1960,Jul-Sep,Mareeba,FE,11.07
1961,Jul-Sep,Mareeba,FE,0.11
1962,Jul-Sep,Mareeba,FE,2.87
1963,Jul-Sep,Mareeba,FE,12.13
1964,Jul-Sep,Mareeba,FE,14.07
1965,Jul-Sep,Mareeba,FE,4.49
1966,Jul-Sep,Mareeba,FE,0.68
1967,Jul-Sep,Mareeba,FE,17.9
1968,Jul-Sep,Mareeba,FE,14.64
1969,Jul-Sep,Mareeba,FE,3.32
1970,Jul-Sep,Mareeba,FE,11.82
1971,Jul-Sep,Mareeba,FE,15.09
1972,Jul-Sep,Mareeba,FE,20.17
1973,Jul-Sep,Mareeba,FE,11.03
1974,Jul-Sep,Mareeba,FE,18.23
1975,Jul-Sep,Mareeba,FE,12.14
1976,Jul-Sep,Mareeba,FE,13.78
1977,Jul-Sep,Mareeba,FE,18.12
1978,Jul-Sep,Mareeba,FE,8.66
1979,Jul-Sep,Mareeba,FE,17.52
1980,Jul-Sep,Mareeba,FE,16.78
1981,Jul-Sep,Mareeba,FE,11.57
1982,Jul-Sep,Mareeba,FE,14.49
1983,Jul-Sep,Mareeba,FE,16.29
1984,Jul-Sep,Mareeba,FE,3.84
1985,Jul-Sep,Mareeba,FE,8.23
1986,Jul-Sep,Mareeba,FE,4.27
1987,Jul-Sep,Mareeba,FE,0.84
1988,Jul-Sep,Mareeba,FE,1.1
1989,Jul-Sep,Mareeba,FE,14.53
1990,Jul-Sep,Mareeba,FE,10.31
1991,Jul-Sep,Mareeba,FE,17.07
1992,Jul-Sep,Mareeba,FE,6.91
1993,Jul-Sep,Mareeba,FE,0
1994,Jul-Sep,Mareeba,FE,0
1995,Jul-Sep,Mareeba,FE,2.28
1996,Jul-Sep,Mareeba,FE,2.43
1997,Jul-Sep,Mareeba,FE,1.41
1998,Jul-Sep,Mareeba,FE,1.73
1999,Jul-Sep,Mareeba,FE,14.28
2000,Jul-Sep,Mareeba,FE,21.23
2001,Jul-Sep,Mareeba,FE,18.05
2002,Jul-Sep,Mareeba,FE,9.8
2003,Jul-Sep,Mareeba,FE,1.58
2004,Jul-Sep,Mareeba,FE,15.07
2005,Jul-Sep,Mareeba,FE,11.99
2006,Jul-Sep,Mareeba,FE,10.77
2007,Jul-Sep,Mareeba,FE,16.68
2008,Jul-Sep,Mareeba,FE,17.28
2009,Jul-Sep,Mareeba,FE,16.32
2010,Jul-Sep,Mareeba,FE,14.73
2011,Jul-Sep,Mareeba,FE,19.73
2012,Jul-Sep,Mareeba,FE,18.11
2013,Jul-Sep,Mareeba,FE,17.29
2014,Jul-Sep,Mareeba,FE,15.26
2015,Jul-Sep,Mareeba,FE,15.31
2016,Jul-Sep,Mareeba,FE,3.45
2017,Jul-Sep,Mareeba,FE,6.85
2018,Jul-Sep,Mareeba,FE,17.47
1889,Jul-Sep,Bilwon ROC,PD,12.42
1890,Jul-Sep,Bilwon ROC,PD,15.16
1891,Jul-Sep,Bilwon ROC,PD,16.54
1892,Jul-Sep,Bilwon ROC,PD,14.26
1893,Jul-Sep,Bilwon ROC,PD,8.78
1894,Jul-Sep,Bilwon ROC,PD,19.26
1895,Jul-Sep,Bilwon ROC,PD,15.39
1896,Jul-Sep,Bilwon ROC,PD,15.6
1897,Jul-Sep,Bilwon ROC,PD,12.05
1898,Jul-Sep,Bilwon ROC,PD,15.98
1899,Jul-Sep,Bilwon ROC,PD,14.95
1900,Jul-Sep,Bilwon ROC,PD,10.91
1901,Jul-Sep,Bilwon ROC,PD,13.71
1902,Jul-Sep,Bilwon ROC,PD,8.66
1903,Jul-Sep,Bilwon ROC,PD,18.38
1904,Jul-Sep,Bilwon ROC,PD,16.71
1905,Jul-Sep,Bilwon ROC,PD,10.79
1906,Jul-Sep,Bilwon ROC,PD,14.04
1907,Jul-Sep,Bilwon ROC,PD,13.77
1908,Jul-Sep,Bilwon ROC,PD,13.89
1909,Jul-Sep,Bilwon ROC,PD,11.26
1910,Jul-Sep,Bilwon ROC,PD,16.99
1911,Jul-Sep,Bilwon ROC,PD,17.97
1912,Jul-Sep,Bilwon ROC,PD,11.66
1913,Jul-Sep,Bilwon ROC,PD,15.86
1914,Jul-Sep,Bilwon ROC,PD,14.49
1915,Jul-Sep,Bilwon ROC,PD,8.16
1916,Jul-Sep,Bilwon ROC,PD,9.97
1917,Jul-Sep,Bilwon ROC,PD,13.9
1918,Jul-Sep,Bilwon ROC,PD,14.85
1919,Jul-Sep,Bilwon ROC,PD,14.12
1920,Jul-Sep,Bilwon ROC,PD,13.02
1921,Jul-Sep,Bilwon ROC,PD,17.45
1922,Jul-Sep,Bilwon ROC,PD,14.73
1923,Jul-Sep,Bilwon ROC,PD,13.54
1924,Jul-Sep,Bilwon ROC,PD,13.26
1925,Jul-Sep,Bilwon ROC,PD,14.99
1926,Jul-Sep,Bilwon ROC,PD,13.52
1927,Jul-Sep,Bilwon ROC,PD,15.97
1928,Jul-Sep,Bilwon ROC,PD,14.07
1929,Jul-Sep,Bilwon ROC,PD,15.77
1930,Jul-Sep,Bilwon ROC,PD,14.39
1931,Jul-Sep,Bilwon ROC,PD,13.14
1932,Jul-Sep,Bilwon ROC,PD,13.74
1933,Jul-Sep,Bilwon ROC,PD,15.34
1934,Jul-Sep,Bilwon ROC,PD,19.12
1935,Jul-Sep,Bilwon ROC,PD,13.85
1936,Jul-Sep,Bilwon ROC,PD,16.58
1937,Jul-Sep,Bilwon ROC,PD,13.91
1938,Jul-Sep,Bilwon ROC,PD,13.62
1939,Jul-Sep,Bilwon ROC,PD,18.46
1940,Jul-Sep,Bilwon ROC,PD,17.37
1941,Jul-Sep,Bilwon ROC,PD,18.87
1942,Jul-Sep,Bilwon ROC,PD,13.13
1943,Jul-Sep,Bilwon ROC,PD,13.4
1944,Jul-Sep,Bilwon ROC,PD,13.24
1945,Jul-Sep,Bilwon ROC,PD,19.23
1946,Jul-Sep,Bilwon ROC,PD,14.56
1947,Jul-Sep,Bilwon ROC,PD,12.05
1948,Jul-Sep,Bilwon ROC,PD,12.57
1949,Jul-Sep,Bilwon ROC,PD,16.1
1950,Jul-Sep,Bilwon ROC,PD,16.6
1951,Jul-Sep,Bilwon ROC,PD,13.77
1952,Jul-Sep,Bilwon ROC,PD,10.84
1953,Jul-Sep,Bilwon ROC,PD,13.41
1954,Jul-Sep,Bilwon ROC,PD,14.34
1955,Jul-Sep,Bilwon ROC,PD,18.05
1956,Jul-Sep,Bilwon ROC,PD,15.87
1957,Jul-Sep,Bilwon ROC,PD,16.43
1958,Jul-Sep,Bilwon ROC,PD,13.12
1959,Jul-Sep,Bilwon ROC,PD,15.91
1960,Jul-Sep,Bilwon ROC,PD,14.37
1961,Jul-Sep,Bilwon ROC,PD,12.39
1962,Jul-Sep,Bilwon ROC,PD,14.74
1963,Jul-Sep,Bilwon ROC,PD,14.55
1964,Jul-Sep,Bilwon ROC,PD,15.29
1965,Jul-Sep,Bilwon ROC,PD,14.12
1966,Jul-Sep,Bilwon ROC,PD,11.49
1967,Jul-Sep,Bilwon ROC,PD,15.36
1968,Jul-Sep,Bilwon ROC,PD,13.15
1969,Jul-Sep,Bilwon ROC,PD,12.31
1970,Jul-Sep,Bilwon ROC,PD,13.85
1971,Jul-Sep,Bilwon ROC,PD,15.54
1972,Jul-Sep,Bilwon ROC,PD,17.57
1973,Jul-Sep,Bilwon ROC,PD,14.34
1974,Jul-Sep,Bilwon ROC,PD,15.59
1975,Jul-Sep,Bilwon ROC,PD,13.91
1976,Jul-Sep,Bilwon ROC,PD,13.26
1977,Jul-Sep,Bilwon ROC,PD,16.87
1978,Jul-Sep,Bilwon ROC,PD,10.96
1979,Jul-Sep,Bilwon ROC,PD,16.58
1980,Jul-Sep,Bilwon ROC,PD,11.5
1981,Jul-Sep,Bilwon ROC,PD,15.25
1982,Jul-Sep,Bilwon ROC,PD,14.89
1983,Jul-Sep,Bilwon ROC,PD,12.91
1984,Jul-Sep,Bilwon ROC,PD,10
1985,Jul-Sep,Bilwon ROC,PD,15.47
1986,Jul-Sep,Bilwon ROC,PD,13.41
1987,Jul-Sep,Bilwon ROC,PD,11.06
1988,Jul-Sep,Bilwon ROC,PD,11.27
1989,Jul-Sep,Bilwon ROC,PD,16.17
1990,Jul-Sep,Bilwon ROC,PD,15.48
1991,Jul-Sep,Bilwon ROC,PD,14.37
1992,Jul-Sep,Bilwon ROC,PD,8.46
1993,Jul-Sep,Bilwon ROC,PD,9.86
1994,Jul-Sep,Bilwon ROC,PD,11.66
1995,Jul-Sep,Bilwon ROC,PD,11.66
1996,Jul-Sep,Bilwon ROC,PD,12.7
1997,Jul-Sep,Bilwon ROC,PD,12.12
1998,Jul-Sep,Bilwon ROC,PD,11.26
1999,Jul-Sep,Bilwon ROC,PD,13.7
2000,Jul-Sep,Bilwon ROC,PD,16.22
2001,Jul-Sep,Bilwon ROC,PD,13.7
2002,Jul-Sep,Bilwon ROC,PD,11.38
2003,Jul-Sep,Bilwon ROC,PD,11.37
2004,Jul-Sep,Bilwon ROC,PD,15.9
2005,Jul-Sep,Bilwon ROC,PD,13.82
2006,Jul-Sep,Bilwon ROC,PD,17.63
2007,Jul-Sep,Bilwon ROC,PD,12.5
2008,Jul-Sep,Bilwon ROC,PD,15.52
2009,Jul-Sep,Bilwon ROC,PD,15.83
2010,Jul-Sep,Bilwon ROC,PD,14.87
2011,Jul-Sep,Bilwon ROC,PD,18.73
2012,Jul-Sep,Bilwon ROC,PD,14.45
2013,Jul-Sep,Bilwon ROC,PD,14.45
2014,Jul-Sep,Bilwon ROC,PD,17.09
2015,Jul-Sep,Bilwon ROC,PD,14.74
2016,Jul-Sep,Bilwon ROC,PD,12.29
2017,Jul-Sep,Bilwon ROC,PD,12.49
2018,Jul-Sep,Bilwon ROC,PD,15.34
1889,Jul-Sep,Bilwon ROC,FE,8.73
1890,Jul-Sep,Bilwon ROC,FE,12.29
1891,Jul-Sep,Bilwon ROC,FE,15.07
1892,Jul-Sep,Bilwon ROC,FE,12.38
1893,Jul-Sep,Bilwon ROC,FE,6.65
1894,Jul-Sep,Bilwon ROC,FE,19.26
1895,Jul-Sep,Bilwon ROC,FE,13.86
1896,Jul-Sep,Bilwon ROC,FE,12.56
1897,Jul-Sep,Bilwon ROC,FE,11
1898,Jul-Sep,Bilwon ROC,FE,11.62
1899,Jul-Sep,Bilwon ROC,FE,12.47
1900,Jul-Sep,Bilwon ROC,FE,9.23
1901,Jul-Sep,Bilwon ROC,FE,4.8
1902,Jul-Sep,Bilwon ROC,FE,0.61
1903,Jul-Sep,Bilwon ROC,FE,13.25
1904,Jul-Sep,Bilwon ROC,FE,16.94
1905,Jul-Sep,Bilwon ROC,FE,11.13
1906,Jul-Sep,Bilwon ROC,FE,7.66
1907,Jul-Sep,Bilwon ROC,FE,7.54
1908,Jul-Sep,Bilwon ROC,FE,11.12
1909,Jul-Sep,Bilwon ROC,FE,7.61
1910,Jul-Sep,Bilwon ROC,FE,16.32
1911,Jul-Sep,Bilwon ROC,FE,17.42
1912,Jul-Sep,Bilwon ROC,FE,6.47
1913,Jul-Sep,Bilwon ROC,FE,14.71
1914,Jul-Sep,Bilwon ROC,FE,12.01
1915,Jul-Sep,Bilwon ROC,FE,8.01
1916,Jul-Sep,Bilwon ROC,FE,2.92
1917,Jul-Sep,Bilwon ROC,FE,7.09
1918,Jul-Sep,Bilwon ROC,FE,12.16
1919,Jul-Sep,Bilwon ROC,FE,7.03
1920,Jul-Sep,Bilwon ROC,FE,6.6
1921,Jul-Sep,Bilwon ROC,FE,9.27
1922,Jul-Sep,Bilwon ROC,FE,12.11
1923,Jul-Sep,Bilwon ROC,FE,11.27
1924,Jul-Sep,Bilwon ROC,FE,6.12
1925,Jul-Sep,Bilwon ROC,FE,12.01
1926,Jul-Sep,Bilwon ROC,FE,8.32
1927,Jul-Sep,Bilwon ROC,FE,11.66
1928,Jul-Sep,Bilwon ROC,FE,11.92
1929,Jul-Sep,Bilwon ROC,FE,11.91
1930,Jul-Sep,Bilwon ROC,FE,11.33
1931,Jul-Sep,Bilwon ROC,FE,8.55
1932,Jul-Sep,Bilwon ROC,FE,9.15
1933,Jul-Sep,Bilwon ROC,FE,8.18
1934,Jul-Sep,Bilwon ROC,FE,17.58
1935,Jul-Sep,Bilwon ROC,FE,11.31
1936,Jul-Sep,Bilwon ROC,FE,12.27
1937,Jul-Sep,Bilwon ROC,FE,10.78
1938,Jul-Sep,Bilwon ROC,FE,7.51
1939,Jul-Sep,Bilwon ROC,FE,17.56
1940,Jul-Sep,Bilwon ROC,FE,17.56
1941,Jul-Sep,Bilwon ROC,FE,17.9
1942,Jul-Sep,Bilwon ROC,FE,10.68
1943,Jul-Sep,Bilwon ROC,FE,11.53
1944,Jul-Sep,Bilwon ROC,FE,5.65
1945,Jul-Sep,Bilwon ROC,FE,17.56
1946,Jul-Sep,Bilwon ROC,FE,11.69
1947,Jul-Sep,Bilwon ROC,FE,5.72
1948,Jul-Sep,Bilwon ROC,FE,6.53
1949,Jul-Sep,Bilwon ROC,FE,12.21
1950,Jul-Sep,Bilwon ROC,FE,8.85
1951,Jul-Sep,Bilwon ROC,FE,11.6
1952,Jul-Sep,Bilwon ROC,FE,7.41
1953,Jul-Sep,Bilwon ROC,FE,10.15
1954,Jul-Sep,Bilwon ROC,FE,6.71
1955,Jul-Sep,Bilwon ROC,FE,10.25
1956,Jul-Sep,Bilwon ROC,FE,10.76
1957,Jul-Sep,Bilwon ROC,FE,12.88
1958,Jul-Sep,Bilwon ROC,FE,14.15
1959,Jul-Sep,Bilwon ROC,FE,12.18
1960,Jul-Sep,Bilwon ROC,FE,10.76
1961,Jul-Sep,Bilwon ROC,FE,8.85
1962,Jul-Sep,Bilwon ROC,FE,7.57
1963,Jul-Sep,Bilwon ROC,FE,10.67
1964,Jul-Sep,Bilwon ROC,FE,14.09
1965,Jul-Sep,Bilwon ROC,FE,8.3
1966,Jul-Sep,Bilwon ROC,FE,6.77
1967,Jul-Sep,Bilwon ROC,FE,14.08
1968,Jul-Sep,Bilwon ROC,FE,11.94
1969,Jul-Sep,Bilwon ROC,FE,6.73
1970,Jul-Sep,Bilwon ROC,FE,11.34
1971,Jul-Sep,Bilwon ROC,FE,10.88
1972,Jul-Sep,Bilwon ROC,FE,16.57
1973,Jul-Sep,Bilwon ROC,FE,9.92
1974,Jul-Sep,Bilwon ROC,FE,15
1975,Jul-Sep,Bilwon ROC,FE,10.82
1976,Jul-Sep,Bilwon ROC,FE,12.63
1977,Jul-Sep,Bilwon ROC,FE,16.48
1978,Jul-Sep,Bilwon ROC,FE,8.35
1979,Jul-Sep,Bilwon ROC,FE,15.87
1980,Jul-Sep,Bilwon ROC,FE,11.22
1981,Jul-Sep,Bilwon ROC,FE,10.11
1982,Jul-Sep,Bilwon ROC,FE,10.07
1983,Jul-Sep,Bilwon ROC,FE,11.35
1984,Jul-Sep,Bilwon ROC,FE,5.9
1985,Jul-Sep,Bilwon ROC,FE,7.95
1986,Jul-Sep,Bilwon ROC,FE,6.74
1987,Jul-Sep,Bilwon ROC,FE,5.5
1988,Jul-Sep,Bilwon ROC,FE,2.21
1989,Jul-Sep,Bilwon ROC,FE,11.48
1990,Jul-Sep,Bilwon ROC,FE,10.8
1991,Jul-Sep,Bilwon ROC,FE,12.86
1992,Jul-Sep,Bilwon ROC,FE,6.76
1993,Jul-Sep,Bilwon ROC,FE,0.27
1994,Jul-Sep,Bilwon ROC,FE,1.83
1995,Jul-Sep,Bilwon ROC,FE,6.73
1996,Jul-Sep,Bilwon ROC,FE,6.69
1997,Jul-Sep,Bilwon ROC,FE,6.41
1998,Jul-Sep,Bilwon ROC,FE,5.6
1999,Jul-Sep,Bilwon ROC,FE,13.48
2000,Jul-Sep,Bilwon ROC,FE,16.9
2001,Jul-Sep,Bilwon ROC,FE,12.7
2002,Jul-Sep,Bilwon ROC,FE,7.88
2003,Jul-Sep,Bilwon ROC,FE,3.32
2004,Jul-Sep,Bilwon ROC,FE,11.06
2005,Jul-Sep,Bilwon ROC,FE,9.27
2006,Jul-Sep,Bilwon ROC,FE,10.15
2007,Jul-Sep,Bilwon ROC,FE,11.01
2008,Jul-Sep,Bilwon ROC,FE,13.95
2009,Jul-Sep,Bilwon ROC,FE,11.36
2010,Jul-Sep,Bilwon ROC,FE,10.36
2011,Jul-Sep,Bilwon ROC,FE,16.01
2012,Jul-Sep,Bilwon ROC,FE,14.04
2013,Jul-Sep,Bilwon ROC,FE,12.21
2014,Jul-Sep,Bilwon ROC,FE,11.83
2015,Jul-Sep,Bilwon ROC,FE,10.56
2016,Jul-Sep,Bilwon ROC,FE,6.1
2017,Jul-Sep,Bilwon ROC,FE,6.86
2018,Jul-Sep,Bilwon ROC,FE,11.88
1889,Jul-Sep,Bilwon SND,PD,25.99
1890,Jul-Sep,Bilwon SND,PD,22.2
1891,Jul-Sep,Bilwon SND,PD,21.32
1892,Jul-Sep,Bilwon SND,PD,26.71
1893,Jul-Sep,Bilwon SND,PD,23.7
1894,Jul-Sep,Bilwon SND,PD,16
1895,Jul-Sep,Bilwon SND,PD,23.77
1896,Jul-Sep,Bilwon SND,PD,23.06
1897,Jul-Sep,Bilwon SND,PD,27.3
1898,Jul-Sep,Bilwon SND,PD,18.4
1899,Jul-Sep,Bilwon SND,PD,23.84
1900,Jul-Sep,Bilwon SND,PD,26.44
1901,Jul-Sep,Bilwon SND,PD,24.85
1902,Jul-Sep,Bilwon SND,PD,22.83
1903,Jul-Sep,Bilwon SND,PD,19.74
1904,Jul-Sep,Bilwon SND,PD,21.38
1905,Jul-Sep,Bilwon SND,PD,26.2
1906,Jul-Sep,Bilwon SND,PD,26.88
1907,Jul-Sep,Bilwon SND,PD,26.99
1908,Jul-Sep,Bilwon SND,PD,23.47
1909,Jul-Sep,Bilwon SND,PD,26.81
1910,Jul-Sep,Bilwon SND,PD,18.58
1911,Jul-Sep,Bilwon SND,PD,20.39
1912,Jul-Sep,Bilwon SND,PD,26.32
1913,Jul-Sep,Bilwon SND,PD,22.68
1914,Jul-Sep,Bilwon SND,PD,24.88
1915,Jul-Sep,Bilwon SND,PD,22.39
1916,Jul-Sep,Bilwon SND,PD,26.74
1917,Jul-Sep,Bilwon SND,PD,27.65
1918,Jul-Sep,Bilwon SND,PD,23.54
1919,Jul-Sep,Bilwon SND,PD,27.21
1920,Jul-Sep,Bilwon SND,PD,27.18
1921,Jul-Sep,Bilwon SND,PD,17.15
1922,Jul-Sep,Bilwon SND,PD,15.63
1923,Jul-Sep,Bilwon SND,PD,28.25
1924,Jul-Sep,Bilwon SND,PD,27.15
1925,Jul-Sep,Bilwon SND,PD,23.74
1926,Jul-Sep,Bilwon SND,PD,27.97
1927,Jul-Sep,Bilwon SND,PD,22.09
1928,Jul-Sep,Bilwon SND,PD,26.9
1929,Jul-Sep,Bilwon SND,PD,23.67
1930,Jul-Sep,Bilwon SND,PD,23.53
1931,Jul-Sep,Bilwon SND,PD,28.1
1932,Jul-Sep,Bilwon SND,PD,26.75
1933,Jul-Sep,Bilwon SND,PD,18.24
1934,Jul-Sep,Bilwon SND,PD,16.62
1935,Jul-Sep,Bilwon SND,PD,24.07
1936,Jul-Sep,Bilwon SND,PD,19.01
1937,Jul-Sep,Bilwon SND,PD,26.95
1938,Jul-Sep,Bilwon SND,PD,25.96
1939,Jul-Sep,Bilwon SND,PD,18.1
1940,Jul-Sep,Bilwon SND,PD,18.09
1941,Jul-Sep,Bilwon SND,PD,18.96
1942,Jul-Sep,Bilwon SND,PD,25.35
1943,Jul-Sep,Bilwon SND,PD,25.73
1944,Jul-Sep,Bilwon SND,PD,22.67
1945,Jul-Sep,Bilwon SND,PD,18.76
1946,Jul-Sep,Bilwon SND,PD,27.61
1947,Jul-Sep,Bilwon SND,PD,21.59
1948,Jul-Sep,Bilwon SND,PD,25.68
1949,Jul-Sep,Bilwon SND,PD,21.71
1950,Jul-Sep,Bilwon SND,PD,19.12
1951,Jul-Sep,Bilwon SND,PD,25.4
1952,Jul-Sep,Bilwon SND,PD,26.85
1953,Jul-Sep,Bilwon SND,PD,23.73
1954,Jul-Sep,Bilwon SND,PD,21.73
1955,Jul-Sep,Bilwon SND,PD,17.93
1956,Jul-Sep,Bilwon SND,PD,21.49
1957,Jul-Sep,Bilwon SND,PD,21.73
1958,Jul-Sep,Bilwon SND,PD,24.54
1959,Jul-Sep,Bilwon SND,PD,16.65
