Year,Season,Scenario,Site,Habitat
1977,Oct-Dec,PD,Whiteford,1.27
1978,Oct-Dec,PD,Whiteford,0.32
1979,Oct-Dec,PD,Whiteford,1.73
1980,Oct-Dec,PD,Whiteford,0
1981,Oct-Dec,PD,Whiteford,0.05
1982,Oct-Dec,PD,Whiteford,0
1983,Oct-Dec,PD,Whiteford,0.13
1984,Oct-Dec,PD,Whiteford,0
1985,Oct-Dec,PD,Whiteford,0.9
1986,Oct-Dec,PD,Whiteford,0.47
1987,Oct-Dec,PD,Whiteford,0
1988,Oct-Dec,PD,Whiteford,1.02
1989,Oct-Dec,PD,Whiteford,2.34
1990,Oct-Dec,PD,Whiteford,1.67
1991,Oct-Dec,PD,Whiteford,0.67
1992,Oct-Dec,PD,Whiteford,0
1993,Oct-Dec,PD,Whiteford,0.05
1994,Oct-Dec,PD,Whiteford,0
1995,Oct-Dec,PD,Whiteford,0
1996,Oct-Dec,PD,Whiteford,0.15
1997,Oct-Dec,PD,Whiteford,0.15
1998,Oct-Dec,PD,Whiteford,2.61
1999,Oct-Dec,PD,Whiteford,0.37
2000,Oct-Dec,PD,Whiteford,2.09
2001,Oct-Dec,PD,Whiteford,0.49
2002,Oct-Dec,PD,Whiteford,0.27
2003,Oct-Dec,PD,Whiteford,0.63
2004,Oct-Dec,PD,Whiteford,0
2005,Oct-Dec,PD,Whiteford,0.08
2006,Oct-Dec,PD,Whiteford,0
2007,Oct-Dec,PD,Whiteford,0.2
2008,Oct-Dec,PD,Whiteford,0.38
2009,Oct-Dec,PD,Whiteford,0
2010,Oct-Dec,PD,Whiteford,2.59
2011,Oct-Dec,PD,Whiteford,3.12
2012,Oct-Dec,PD,Whiteford,2.9
2013,Oct-Dec,PD,Whiteford,0.02
2014,Oct-Dec,PD,Whiteford,0.45
2015,Oct-Dec,PD,Whiteford,0.6
2016,Oct-Dec,PD,Whiteford,0.87
2017,Oct-Dec,PD,Whiteford,1.62
2018,Oct-Dec,PD,Whiteford,1.85
1889,Jan-Mar,FE,Whiteford,0.79
1890,Jan-Mar,FE,Whiteford,2.36
1891,Jan-Mar,FE,Whiteford,2.16
1892,Jan-Mar,FE,Whiteford,2.1
1893,Jan-Mar,FE,Whiteford,3.44
1894,Jan-Mar,FE,Whiteford,6.07
1895,Jan-Mar,FE,Whiteford,1.73
1896,Jan-Mar,FE,Whiteford,3.13
1897,Jan-Mar,FE,Whiteford,1.44
1898,Jan-Mar,FE,Whiteford,1.53
1899,Jan-Mar,FE,Whiteford,2.75
1900,Jan-Mar,FE,Whiteford,3.11
1901,Jan-Mar,FE,Whiteford,1.51
1902,Jan-Mar,FE,Whiteford,0.74
1903,Jan-Mar,FE,Whiteford,3.86
1904,Jan-Mar,FE,Whiteford,6.09
1905,Jan-Mar,FE,Whiteford,1.02
1906,Jan-Mar,FE,Whiteford,3.03
1907,Jan-Mar,FE,Whiteford,3.32
1908,Jan-Mar,FE,Whiteford,2.34
1909,Jan-Mar,FE,Whiteford,0.51
1910,Jan-Mar,FE,Whiteford,3.27
1911,Jan-Mar,FE,Whiteford,0.8
1912,Jan-Mar,FE,Whiteford,1.87
1913,Jan-Mar,FE,Whiteford,4.5
1914,Jan-Mar,FE,Whiteford,0
1915,Jan-Mar,FE,Whiteford,0
1916,Jan-Mar,FE,Whiteford,1.16
1917,Jan-Mar,FE,Whiteford,0.46
1918,Jan-Mar,FE,Whiteford,1.61
1919,Jan-Mar,FE,Whiteford,0.45
1920,Jan-Mar,FE,Whiteford,1.63
1921,Jan-Mar,FE,Whiteford,2.85
1922,Jan-Mar,FE,Whiteford,1.12
1923,Jan-Mar,FE,Whiteford,0.39
1924,Jan-Mar,FE,Whiteford,1.17
1925,Jan-Mar,FE,Whiteford,0.17
1926,Jan-Mar,FE,Whiteford,1.08
1927,Jan-Mar,FE,Whiteford,1.55
1928,Jan-Mar,FE,Whiteford,3.56
1929,Jan-Mar,FE,Whiteford,5.17
1930,Jan-Mar,FE,Whiteford,0.29
1931,Jan-Mar,FE,Whiteford,1.67
1932,Jan-Mar,FE,Whiteford,1.4
1933,Jan-Mar,FE,Whiteford,2.89
1934,Jan-Mar,FE,Whiteford,0.06
1935,Jan-Mar,FE,Whiteford,0.1
1936,Jan-Mar,FE,Whiteford,1.49
1937,Jan-Mar,FE,Whiteford,0.44
1938,Jan-Mar,FE,Whiteford,0.94
1939,Jan-Mar,FE,Whiteford,0.43
1940,Jan-Mar,FE,Whiteford,3.43
1941,Jan-Mar,FE,Whiteford,2
1942,Jan-Mar,FE,Whiteford,1.69
1943,Jan-Mar,FE,Whiteford,1.23
1944,Jan-Mar,FE,Whiteford,0.29
1945,Jan-Mar,FE,Whiteford,1.12
1946,Jan-Mar,FE,Whiteford,1.32
1947,Jan-Mar,FE,Whiteford,0.94
1948,Jan-Mar,FE,Whiteford,0.45
1949,Jan-Mar,FE,Whiteford,0.57
1950,Jan-Mar,FE,Whiteford,5.63
1951,Jan-Mar,FE,Whiteford,2.36
1952,Jan-Mar,FE,Whiteford,4.51
1953,Jan-Mar,FE,Whiteford,0.85
1954,Jan-Mar,FE,Whiteford,0.16
1955,Jan-Mar,FE,Whiteford,0.67
1956,Jan-Mar,FE,Whiteford,3.28
1957,Jan-Mar,FE,Whiteford,1.83
1958,Jan-Mar,FE,Whiteford,2.99
1959,Jan-Mar,FE,Whiteford,2.65
1960,Jan-Mar,FE,Whiteford,1.9
1961,Jan-Mar,FE,Whiteford,0.59
1962,Jan-Mar,FE,Whiteford,4.04
1963,Jan-Mar,FE,Whiteford,0.08
1964,Jan-Mar,FE,Whiteford,0.08
1965,Jan-Mar,FE,Whiteford,2.64
1966,Jan-Mar,FE,Whiteford,0
1967,Jan-Mar,FE,Whiteford,1.42
1968,Jan-Mar,FE,Whiteford,0
1969,Jan-Mar,FE,Whiteford,2.9
1970,Jan-Mar,FE,Whiteford,1.21
1971,Jan-Mar,FE,Whiteford,2.99
1972,Jan-Mar,FE,Whiteford,0.4
1973,Jan-Mar,FE,Whiteford,0.42
1974,Jan-Mar,FE,Whiteford,2.86
1975,Jan-Mar,FE,Whiteford,0.74
1976,Jan-Mar,FE,Whiteford,2.14
1977,Jan-Mar,FE,Whiteford,3.11
1978,Jan-Mar,FE,Whiteford,0.11
1979,Jan-Mar,FE,Whiteford,4.67
1980,Jan-Mar,FE,Whiteford,1.17
1981,Jan-Mar,FE,Whiteford,0.55
1982,Jan-Mar,FE,Whiteford,0.01
1983,Jan-Mar,FE,Whiteford,0.03
1984,Jan-Mar,FE,Whiteford,0.24
1985,Jan-Mar,FE,Whiteford,0.82
1986,Jan-Mar,FE,Whiteford,0.14
1987,Jan-Mar,FE,Whiteford,0.85
1988,Jan-Mar,FE,Whiteford,0.7
1989,Jan-Mar,FE,Whiteford,0.28
1990,Jan-Mar,FE,Whiteford,2.88
1991,Jan-Mar,FE,Whiteford,0.37
1992,Jan-Mar,FE,Whiteford,0.53
1993,Jan-Mar,FE,Whiteford,0.88
1994,Jan-Mar,FE,Whiteford,0.19
1995,Jan-Mar,FE,Whiteford,0.42
1996,Jan-Mar,FE,Whiteford,0.54
1997,Jan-Mar,FE,Whiteford,1.99
1998,Jan-Mar,FE,Whiteford,2.6
1999,Jan-Mar,FE,Whiteford,1.02
2000,Jan-Mar,FE,Whiteford,1.35
2001,Jan-Mar,FE,Whiteford,0.32
2002,Jan-Mar,FE,Whiteford,0.12
2003,Jan-Mar,FE,Whiteford,0.54
2004,Jan-Mar,FE,Whiteford,0.19
2005,Jan-Mar,FE,Whiteford,0.01
2006,Jan-Mar,FE,Whiteford,1.46
2007,Jan-Mar,FE,Whiteford,3.27
2008,Jan-Mar,FE,Whiteford,2.02
2009,Jan-Mar,FE,Whiteford,0.39
2010,Jan-Mar,FE,Whiteford,0.86
2011,Jan-Mar,FE,Whiteford,1.23
2012,Jan-Mar,FE,Whiteford,1.44
2013,Jan-Mar,FE,Whiteford,1.19
2014,Jan-Mar,FE,Whiteford,1.27
2015,Jan-Mar,FE,Whiteford,0.64
2016,Jan-Mar,FE,Whiteford,2.11
2017,Jan-Mar,FE,Whiteford,0.19
2018,Jan-Mar,FE,Whiteford,5.92
1889,Apr-Jun,FE,Whiteford,13.17
1890,Apr-Jun,FE,Whiteford,10.28
1891,Apr-Jun,FE,Whiteford,0.99
1892,Apr-Jun,FE,Whiteford,3.01
1893,Apr-Jun,FE,Whiteford,9.88
1894,Apr-Jun,FE,Whiteford,8.92
1895,Apr-Jun,FE,Whiteford,17.64
1896,Apr-Jun,FE,Whiteford,1.93
1897,Apr-Jun,FE,Whiteford,15.28
1898,Apr-Jun,FE,Whiteford,4.17
1899,Apr-Jun,FE,Whiteford,1.33
1900,Apr-Jun,FE,Whiteford,3.23
1901,Apr-Jun,FE,Whiteford,2.11
1902,Apr-Jun,FE,Whiteford,5.29
1903,Apr-Jun,FE,Whiteford,2.93
1904,Apr-Jun,FE,Whiteford,4.01
1905,Apr-Jun,FE,Whiteford,15.39
1906,Apr-Jun,FE,Whiteford,1.95
1907,Apr-Jun,FE,Whiteford,9.44
1908,Apr-Jun,FE,Whiteford,3.86
1909,Apr-Jun,FE,Whiteford,16.45
1910,Apr-Jun,FE,Whiteford,7.85
1911,Apr-Jun,FE,Whiteford,1.47
1912,Apr-Jun,FE,Whiteford,11.65
1913,Apr-Jun,FE,Whiteford,5.3
1914,Apr-Jun,FE,Whiteford,0
1915,Apr-Jun,FE,Whiteford,0
1916,Apr-Jun,FE,Whiteford,8.47
1917,Apr-Jun,FE,Whiteford,10.74
1918,Apr-Jun,FE,Whiteford,3.02
1919,Apr-Jun,FE,Whiteford,1.96
1920,Apr-Jun,FE,Whiteford,6.58
1921,Apr-Jun,FE,Whiteford,2.27
1922,Apr-Jun,FE,Whiteford,1.29
1923,Apr-Jun,FE,Whiteford,3.64
1924,Apr-Jun,FE,Whiteford,6.18
1925,Apr-Jun,FE,Whiteford,1.36
1926,Apr-Jun,FE,Whiteford,3.05
1927,Apr-Jun,FE,Whiteford,5.06
1928,Apr-Jun,FE,Whiteford,6.21
1929,Apr-Jun,FE,Whiteford,5.27
1930,Apr-Jun,FE,Whiteford,1.97
1931,Apr-Jun,FE,Whiteford,2.61
1932,Apr-Jun,FE,Whiteford,1.93
1933,Apr-Jun,FE,Whiteford,4.22
1934,Apr-Jun,FE,Whiteford,0
1935,Apr-Jun,FE,Whiteford,10.68
1936,Apr-Jun,FE,Whiteford,3.71
1937,Apr-Jun,FE,Whiteford,1.86
1938,Apr-Jun,FE,Whiteford,3.24
1939,Apr-Jun,FE,Whiteford,10.12
1940,Apr-Jun,FE,Whiteford,6.28
1941,Apr-Jun,FE,Whiteford,4.35
1942,Apr-Jun,FE,Whiteford,12.41
1943,Apr-Jun,FE,Whiteford,4.78
1944,Apr-Jun,FE,Whiteford,1.46
1945,Apr-Jun,FE,Whiteford,8.58
1946,Apr-Jun,FE,Whiteford,3.64
1947,Apr-Jun,FE,Whiteford,0.75
1948,Apr-Jun,FE,Whiteford,4.63
1949,Apr-Jun,FE,Whiteford,8.38
1950,Apr-Jun,FE,Whiteford,10.22
1951,Apr-Jun,FE,Whiteford,2.76
1952,Apr-Jun,FE,Whiteford,4.93
1953,Apr-Jun,FE,Whiteford,13.07
1954,Apr-Jun,FE,Whiteford,10.27
1955,Apr-Jun,FE,Whiteford,2.22
1956,Apr-Jun,FE,Whiteford,2.28
1957,Apr-Jun,FE,Whiteford,9.23
1958,Apr-Jun,FE,Whiteford,4.11
1959,Apr-Jun,FE,Whiteford,10.36
1960,Apr-Jun,FE,Whiteford,3.67
1961,Apr-Jun,FE,Whiteford,3.53
1962,Apr-Jun,FE,Whiteford,14.26
1963,Apr-Jun,FE,Whiteford,2.06
1964,Apr-Jun,FE,Whiteford,0
1965,Apr-Jun,FE,Whiteford,1.92
1966,Apr-Jun,FE,Whiteford,0.05
1967,Apr-Jun,FE,Whiteford,3.9
1968,Apr-Jun,FE,Whiteford,0.17
1969,Apr-Jun,FE,Whiteford,2.6
1970,Apr-Jun,FE,Whiteford,4.44
1971,Apr-Jun,FE,Whiteford,8.29
1972,Apr-Jun,FE,Whiteford,1.35
1973,Apr-Jun,FE,Whiteford,13.98
1974,Apr-Jun,FE,Whiteford,3.71
1975,Apr-Jun,FE,Whiteford,9.11
1976,Apr-Jun,FE,Whiteford,6.77
1977,Apr-Jun,FE,Whiteford,1.69
1978,Apr-Jun,FE,Whiteford,12.57
1979,Apr-Jun,FE,Whiteford,1.83
1980,Apr-Jun,FE,Whiteford,2.25
1981,Apr-Jun,FE,Whiteford,1.42
1982,Apr-Jun,FE,Whiteford,0.51
1983,Apr-Jun,FE,Whiteford,0.22
1984,Apr-Jun,FE,Whiteford,2.37
1985,Apr-Jun,FE,Whiteford,1.13
1986,Apr-Jun,FE,Whiteford,0
1987,Apr-Jun,FE,Whiteford,1.77
1988,Apr-Jun,FE,Whiteford,2.3
1989,Apr-Jun,FE,Whiteford,2.86
1990,Apr-Jun,FE,Whiteford,9.22
1991,Apr-Jun,FE,Whiteford,0.07
1992,Apr-Jun,FE,Whiteford,0.02
1993,Apr-Jun,FE,Whiteford,1.75
1994,Apr-Jun,FE,Whiteford,0.09
1995,Apr-Jun,FE,Whiteford,0.85
1996,Apr-Jun,FE,Whiteford,4.7
1997,Apr-Jun,FE,Whiteford,0.92
1998,Apr-Jun,FE,Whiteford,6.62
1999,Apr-Jun,FE,Whiteford,3.96
2000,Apr-Jun,FE,Whiteford,8.89
2001,Apr-Jun,FE,Whiteford,0.44
2002,Apr-Jun,FE,Whiteford,0.59
2003,Apr-Jun,FE,Whiteford,0
2004,Apr-Jun,FE,Whiteford,0
2005,Apr-Jun,FE,Whiteford,0.09
2006,Apr-Jun,FE,Whiteford,1.81
2007,Apr-Jun,FE,Whiteford,6.17
2008,Apr-Jun,FE,Whiteford,5.45
2009,Apr-Jun,FE,Whiteford,8.72
2010,Apr-Jun,FE,Whiteford,10.58
2011,Apr-Jun,FE,Whiteford,7.49
2012,Apr-Jun,FE,Whiteford,9.94
2013,Apr-Jun,FE,Whiteford,5.76
2014,Apr-Jun,FE,Whiteford,0.24
2015,Apr-Jun,FE,Whiteford,0.56
2016,Apr-Jun,FE,Whiteford,6.69
2017,Apr-Jun,FE,Whiteford,1.68
2018,Apr-Jun,FE,Whiteford,7.35
1889,Jul-Sep,FE,Whiteford,1.89
1890,Jul-Sep,FE,Whiteford,5.42
1891,Jul-Sep,FE,Whiteford,9.83
1892,Jul-Sep,FE,Whiteford,0
1893,Jul-Sep,FE,Whiteford,2.59
1894,Jul-Sep,FE,Whiteford,11.31
1895,Jul-Sep,FE,Whiteford,2.07
1896,Jul-Sep,FE,Whiteford,4.25
1897,Jul-Sep,FE,Whiteford,0
1898,Jul-Sep,FE,Whiteford,4.68
1899,Jul-Sep,FE,Whiteford,1.38
1900,Jul-Sep,FE,Whiteford,0
1901,Jul-Sep,FE,Whiteford,0.37
1902,Jul-Sep,FE,Whiteford,0.59
1903,Jul-Sep,FE,Whiteford,2.66
1904,Jul-Sep,FE,Whiteford,0.73
1905,Jul-Sep,FE,Whiteford,0.94
1906,Jul-Sep,FE,Whiteford,4.79
1907,Jul-Sep,FE,Whiteford,2.3
1908,Jul-Sep,FE,Whiteford,3.24
1909,Jul-Sep,FE,Whiteford,0.5
1910,Jul-Sep,FE,Whiteford,4.93
1911,Jul-Sep,FE,Whiteford,3.44
1912,Jul-Sep,FE,Whiteford,3.32
1913,Jul-Sep,FE,Whiteford,4.64
1914,Jul-Sep,FE,Whiteford,3.56
1915,Jul-Sep,FE,Whiteford,0
1916,Jul-Sep,FE,Whiteford,1.25
1917,Jul-Sep,FE,Whiteford,3.82
1918,Jul-Sep,FE,Whiteford,3.31
1919,Jul-Sep,FE,Whiteford,2.62
1920,Jul-Sep,FE,Whiteford,2.14
1921,Jul-Sep,FE,Whiteford,3.89
1922,Jul-Sep,FE,Whiteford,1.63
1923,Jul-Sep,FE,Whiteford,1.36
1924,Jul-Sep,FE,Whiteford,2.3
1925,Jul-Sep,FE,Whiteford,1.54
1926,Jul-Sep,FE,Whiteford,0
1927,Jul-Sep,FE,Whiteford,0.46
1928,Jul-Sep,FE,Whiteford,3.12
1929,Jul-Sep,FE,Whiteford,3.28
1930,Jul-Sep,FE,Whiteford,5.4
1931,Jul-Sep,FE,Whiteford,0.13
1932,Jul-Sep,FE,Whiteford,0.59
1933,Jul-Sep,FE,Whiteford,2.59
1934,Jul-Sep,FE,Whiteford,0.34
1935,Jul-Sep,FE,Whiteford,0
1936,Jul-Sep,FE,Whiteford,6.01
1937,Jul-Sep,FE,Whiteford,1.29
1938,Jul-Sep,FE,Whiteford,2.44
1939,Jul-Sep,FE,Whiteford,1.8
1940,Jul-Sep,FE,Whiteford,6.06
1941,Jul-Sep,FE,Whiteford,5.13
1942,Jul-Sep,FE,Whiteford,3.7
1943,Jul-Sep,FE,Whiteford,7.67
1944,Jul-Sep,FE,Whiteford,1.46
1945,Jul-Sep,FE,Whiteford,0.36
1946,Jul-Sep,FE,Whiteford,2.96
1947,Jul-Sep,FE,Whiteford,2.15
1948,Jul-Sep,FE,Whiteford,0.2
1949,Jul-Sep,FE,Whiteford,2.08
1950,Jul-Sep,FE,Whiteford,10.65
1951,Jul-Sep,FE,Whiteford,2
1952,Jul-Sep,FE,Whiteford,2.36
1953,Jul-Sep,FE,Whiteford,1.24
1954,Jul-Sep,FE,Whiteford,4.7
1955,Jul-Sep,FE,Whiteford,8.27
1956,Jul-Sep,FE,Whiteford,8.33
1957,Jul-Sep,FE,Whiteford,1.21
1958,Jul-Sep,FE,Whiteford,6.01
1959,Jul-Sep,FE,Whiteford,1
1960,Jul-Sep,FE,Whiteford,2.55
1961,Jul-Sep,FE,Whiteford,0.89
1962,Jul-Sep,FE,Whiteford,0.98
1963,Jul-Sep,FE,Whiteford,6.23
1964,Jul-Sep,FE,Whiteford,2.08
1965,Jul-Sep,FE,Whiteford,0
1966,Jul-Sep,FE,Whiteford,0
1967,Jul-Sep,FE,Whiteford,0.58
1968,Jul-Sep,FE,Whiteford,2.4
1969,Jul-Sep,FE,Whiteford,0.52
1970,Jul-Sep,FE,Whiteford,1.25
1971,Jul-Sep,FE,Whiteford,1.47
1972,Jul-Sep,FE,Whiteford,2.77
1973,Jul-Sep,FE,Whiteford,1.11
1974,Jul-Sep,FE,Whiteford,4.01
1975,Jul-Sep,FE,Whiteford,1.38
1976,Jul-Sep,FE,Whiteford,3.95
1977,Jul-Sep,FE,Whiteford,4.63
1978,Jul-Sep,FE,Whiteford,0.11
1979,Jul-Sep,FE,Whiteford,3.72
1980,Jul-Sep,FE,Whiteford,0.79
1981,Jul-Sep,FE,Whiteford,1.95
1982,Jul-Sep,FE,Whiteford,0
1983,Jul-Sep,FE,Whiteford,0
1984,Jul-Sep,FE,Whiteford,0.05
1985,Jul-Sep,FE,Whiteford,1.62
1986,Jul-Sep,FE,Whiteford,0.39
1987,Jul-Sep,FE,Whiteford,0.38
1988,Jul-Sep,FE,Whiteford,2.73
1989,Jul-Sep,FE,Whiteford,8.17
1990,Jul-Sep,FE,Whiteford,9.55
1991,Jul-Sep,FE,Whiteford,3.27
1992,Jul-Sep,FE,Whiteford,0
1993,Jul-Sep,FE,Whiteford,0.23
1994,Jul-Sep,FE,Whiteford,0.72
1995,Jul-Sep,FE,Whiteford,0.05
1996,Jul-Sep,FE,Whiteford,0.08
1997,Jul-Sep,FE,Whiteford,2.28
1998,Jul-Sep,FE,Whiteford,1.77
1999,Jul-Sep,FE,Whiteford,1.96
2000,Jul-Sep,FE,Whiteford,7.42
2001,Jul-Sep,FE,Whiteford,2.78
2002,Jul-Sep,FE,Whiteford,0.23
2003,Jul-Sep,FE,Whiteford,0
2004,Jul-Sep,FE,Whiteford,0
2005,Jul-Sep,FE,Whiteford,0
2006,Jul-Sep,FE,Whiteford,0.24
2007,Jul-Sep,FE,Whiteford,1.93
2008,Jul-Sep,FE,Whiteford,2.53
2009,Jul-Sep,FE,Whiteford,1.85
2010,Jul-Sep,FE,Whiteford,4.51
2011,Jul-Sep,FE,Whiteford,7.36
2012,Jul-Sep,FE,Whiteford,8.31
2013,Jul-Sep,FE,Whiteford,3.88
2014,Jul-Sep,FE,Whiteford,1.95
2015,Jul-Sep,FE,Whiteford,0.48
2016,Jul-Sep,FE,Whiteford,1.53
2017,Jul-Sep,FE,Whiteford,1.88
2018,Jul-Sep,FE,Whiteford,1.21
1889,Oct-Dec,FE,Whiteford,1
1890,Oct-Dec,FE,Whiteford,3.43
1891,Oct-Dec,FE,Whiteford,1.46
1892,Oct-Dec,FE,Whiteford,0
1893,Oct-Dec,FE,Whiteford,2.49
1894,Oct-Dec,FE,Whiteford,2.77
1895,Oct-Dec,FE,Whiteford,1.49
1896,Oct-Dec,FE,Whiteford,1.24
1897,Oct-Dec,FE,Whiteford,1.37
1898,Oct-Dec,FE,Whiteford,1.56
1899,Oct-Dec,FE,Whiteford,0.68
1900,Oct-Dec,FE,Whiteford,1.85
1901,Oct-Dec,FE,Whiteford,0.21
1902,Oct-Dec,FE,Whiteford,0
1903,Oct-Dec,FE,Whiteford,0.69
1904,Oct-Dec,FE,Whiteford,0
1905,Oct-Dec,FE,Whiteford,0.42
1906,Oct-Dec,FE,Whiteford,1.18
1907,Oct-Dec,FE,Whiteford,0
1908,Oct-Dec,FE,Whiteford,0.24
1909,Oct-Dec,FE,Whiteford,0.07
1910,Oct-Dec,FE,Whiteford,0.56
1911,Oct-Dec,FE,Whiteford,1.31
1912,Oct-Dec,FE,Whiteford,0.89
1913,Oct-Dec,FE,Whiteford,1.29
1914,Oct-Dec,FE,Whiteford,0.64
1915,Oct-Dec,FE,Whiteford,1.04
1916,Oct-Dec,FE,Whiteford,0.57
1917,Oct-Dec,FE,Whiteford,0.89
1918,Oct-Dec,FE,Whiteford,0.82
1919,Oct-Dec,FE,Whiteford,0.53
1920,Oct-Dec,FE,Whiteford,0.18
1921,Oct-Dec,FE,Whiteford,2.7
1922,Oct-Dec,FE,Whiteford,0.11
1923,Oct-Dec,FE,Whiteford,1.83
1924,Oct-Dec,FE,Whiteford,0.13
1925,Oct-Dec,FE,Whiteford,0.21
1926,Oct-Dec,FE,Whiteford,0.01
1927,Oct-Dec,FE,Whiteford,0.11
1928,Oct-Dec,FE,Whiteford,0.55
1929,Oct-Dec,FE,Whiteford,0.77
1930,Oct-Dec,FE,Whiteford,0.52
1931,Oct-Dec,FE,Whiteford,1.59
1932,Oct-Dec,FE,Whiteford,0.76
1933,Oct-Dec,FE,Whiteford,1.56
1934,Oct-Dec,FE,Whiteford,0.68
1935,Oct-Dec,FE,Whiteford,0.89
1936,Oct-Dec,FE,Whiteford,1.08
1937,Oct-Dec,FE,Whiteford,0.79
1938,Oct-Dec,FE,Whiteford,0.21
1939,Oct-Dec,FE,Whiteford,0
1940,Oct-Dec,FE,Whiteford,1.9
1941,Oct-Dec,FE,Whiteford,0.98
1942,Oct-Dec,FE,Whiteford,0.75
1943,Oct-Dec,FE,Whiteford,0.34
1944,Oct-Dec,FE,Whiteford,0.21
1945,Oct-Dec,FE,Whiteford,0.1
1946,Oct-Dec,FE,Whiteford,1.38
1947,Oct-Dec,FE,Whiteford,0.04
1948,Oct-Dec,FE,Whiteford,1.38
1949,Oct-Dec,FE,Whiteford,0.03
1950,Oct-Dec,FE,Whiteford,8.23
1951,Oct-Dec,FE,Whiteford,1.65
1952,Oct-Dec,FE,Whiteford,0.57
1953,Oct-Dec,FE,Whiteford,0.46
1954,Oct-Dec,FE,Whiteford,1.53
1955,Oct-Dec,FE,Whiteford,1.39
1956,Oct-Dec,FE,Whiteford,2.37
1957,Oct-Dec,FE,Whiteford,0.89
1958,Oct-Dec,FE,Whiteford,1.07
1959,Oct-Dec,FE,Whiteford,0.4
1960,Oct-Dec,FE,Whiteford,0.58
1961,Oct-Dec,FE,Whiteford,1.01
1962,Oct-Dec,FE,Whiteford,0.31
1963,Oct-Dec,FE,Whiteford,1.78
1964,Oct-Dec,FE,Whiteford,0.29
1965,Oct-Dec,FE,Whiteford,0
1966,Oct-Dec,FE,Whiteford,0
1967,Oct-Dec,FE,Whiteford,0.18
1968,Oct-Dec,FE,Whiteford,0.34
1969,Oct-Dec,FE,Whiteford,0.2
1970,Oct-Dec,FE,Whiteford,0.73
1971,Oct-Dec,FE,Whiteford,0.39
1972,Oct-Dec,FE,Whiteford,1.42
1973,Oct-Dec,FE,Whiteford,0
1974,Oct-Dec,FE,Whiteford,0.54
1975,Oct-Dec,FE,Whiteford,0.32
1976,Oct-Dec,FE,Whiteford,1.28
1977,Oct-Dec,FE,Whiteford,0.84
1978,Oct-Dec,FE,Whiteford,0
1979,Oct-Dec,FE,Whiteford,1.59
1980,Oct-Dec,FE,Whiteford,0
1981,Oct-Dec,FE,Whiteford,0
1982,Oct-Dec,FE,Whiteford,1.73
1983,Oct-Dec,FE,Whiteford,0
1984,Oct-Dec,FE,Whiteford,0
1985,Oct-Dec,FE,Whiteford,0.65
1986,Oct-Dec,FE,Whiteford,0
1987,Oct-Dec,FE,Whiteford,0
1988,Oct-Dec,FE,Whiteford,0.43
1989,Oct-Dec,FE,Whiteford,1.69
1990,Oct-Dec,FE,Whiteford,1.28
1991,Oct-Dec,FE,Whiteford,1.1
1992,Oct-Dec,FE,Whiteford,2.07
1993,Oct-Dec,FE,Whiteford,0.05
1994,Oct-Dec,FE,Whiteford,0
1995,Oct-Dec,FE,Whiteford,0
1996,Oct-Dec,FE,Whiteford,0.15
1997,Oct-Dec,FE,Whiteford,0.34
1998,Oct-Dec,FE,Whiteford,1.64
1999,Oct-Dec,FE,Whiteford,0.23
2000,Oct-Dec,FE,Whiteford,1.63
2001,Oct-Dec,FE,Whiteford,0.48
2002,Oct-Dec,FE,Whiteford,0.23
2003,Oct-Dec,FE,Whiteford,0.23
2004,Oct-Dec,FE,Whiteford,0
2005,Oct-Dec,FE,Whiteford,0
2006,Oct-Dec,FE,Whiteford,0
2007,Oct-Dec,FE,Whiteford,0.07
2008,Oct-Dec,FE,Whiteford,0.51
2009,Oct-Dec,FE,Whiteford,0
2010,Oct-Dec,FE,Whiteford,1.64
2011,Oct-Dec,FE,Whiteford,3.11
2012,Oct-Dec,FE,Whiteford,2.18
2013,Oct-Dec,FE,Whiteford,0.13
2014,Oct-Dec,FE,Whiteford,0.09
2015,Oct-Dec,FE,Whiteford,0.08
2016,Oct-Dec,FE,Whiteford,0.21
2017,Oct-Dec,FE,Whiteford,0.96
2018,Oct-Dec,FE,Whiteford,1.77
